field_id,category,name_es,description,data_type,unit,allowed_values,min_value,max_value,precision,requirement_class,required_from_stage,conditional_expression,prohibited_default,expected_source_document,extraction_hints,used_by_calculation_ids,used_by_drawing_ids,blocking_if_missing,review_role,source_ids
PVR-011,roof_structural,carga_viva_cubierta_kN_m2,Carga viva de diseño de la cubierta según RNE NTE-020 / ASCE 7.,number,kN/m2,,0.5,5,0.05,PROJECT_MANDATORY,BASIC_ENGINEERING,,true,Memoria de cálculo estructural existente,Para mantenimiento y nieve según categoría de ocupación,PVR-C-002;PVR-C-019;PVR-C-021,PVR-DRW-001;PVR-DRW-006,true,STRUCTURAL_ENGINEER,RNE_DS_011_2006;IEC_62548
PVR-012,roof_structural,capacidad_residual_cubierta_kN_m2,Capacidad estructural residual disponible para cargas adicionales tras descontar cargas existentes.,number,kN/m2,,0,10,0.05,PROJECT_MANDATORY,BASIC_ENGINEERING,,true,Memoria de cálculo estructural / peritaje,Si <0.20 kN/m2 se requiere refuerzo estructural,PVR-C-019;PVR-C-021,PVR-DRW-006;PVR-DRW-012,true,STRUCTURAL_ENGINEER,RNE_DS_011_2006;IEC_62548
PVR-013,roof_structural,presion_viento_ascenso_kPa,Presión de viento de succión (uplift) sobre la cubierta según ASCE 7 método 2 (Components & Cladding).,number,kPa,,0,5,0.01,PROJECT_MANDATORY,BASIC_ENGINEERING,,true,Memoria de cálculo de viento,Componente crítica para balast y anclajes,PVR-C-003;PVR-C-004;PVR-C-019,PVR-DRW-006;PVR-DRW-012;PVR-DRW-014,true,STRUCTURAL_ENGINEER,IEC_62548;DNV_RP_C205;RNE_DS_011_2006
PVR-014,roof_structural,presion_viento_descendente_kPa,Presión de viento descendente (downforce) sobre la cubierta según ASCE 7.,number,kPa,,0,5,0.01,PROJECT_MANDATORY,BASIC_ENGINEERING,,false,Memoria de cálculo de viento,Aumenta carga vertical combinada,PVR-C-003;PVR-C-019;PVR-C-021,PVR-DRW-006;PVR-DRW-014,false,STRUCTURAL_ENGINEER,IEC_62548;DNV_RP_C205
PVR-015,roof_structural,carga_nieve_suelo_kN_m2,"Carga de nieve sobre el terreno (pg) para el emplazamiento, según ASCE 7 capítulo 7.",number,kN/m2,,0,10,0.05,CONDITIONAL,BASIC_ENGINEERING,climate_zone == snow,false,Memoria climática / NASA POWER,Define ps (carga nieve cubierta) mediante fórmulas PVR-C-002,PVR-C-002;PVR-C-015;PVR-C-019;PVR-C-021,PVR-DRW-006;PVR-DRW-013;PVR-DRW-014,false,STRUCTURAL_ENGINEER,IEC_62548;NASA_POWER
PVR-016,roof_structural,categoria_exposicion_viento,Categoría de exposición al viento B/C/D según ASCE 7.,enum,-,B|C|D,,,0,PROJECT_MANDATORY,BASIC_ENGINEERING,,false,Memoria de cálculo de viento,Influye en qh y por ende en presión de succión,PVR-C-003;PVR-C-004;PVR-C-019,PVR-DRW-006;PVR-DRW-014,true,STRUCTURAL_ENGINEER,IEC_62548;DNV_RP_C205
PVR-017,roof_structural,velocidad_viento_basic_ms,"Velocidad básica de viento V (3-second gust, 50-year MRI) para el emplazamiento, en m/s.",number,m/s,,20,120,0.1,PROJECT_MANDATORY,BASIC_ENGINEERING,,false,Memoria de cálculo de viento / NASA POWER,Para usar directamente en ASCE 7 ecuación de qz,PVR-C-003;PVR-C-004;PVR-C-019,PVR-DRW-006;PVR-DRW-014,true,STRUCTURAL_ENGINEER,IEC_62548;NASA_POWER;DNV_RP_C205
PVR-018,roof_structural,factor_topografico_viento_kzt,Factor topográfico Kzt según ASCE 7 (efecto de colina/escarpe).,number,-,,1,3,0.01,RECOMMENDED,BASIC_ENGINEERING,,false,Memoria de cálculo de viento,Para emplazamientos en ladera; default 1.0,PVR-C-003;PVR-C-004,PVR-DRW-006;PVR-DRW-014,false,STRUCTURAL_ENGINEER,IEC_62548;DNV_RP_C205
PVR-019,roof_envelope,metodo_sellado_perforaciones,Método de sellado de perforaciones en cubierta para mantener impermeabilidad.,enum,-,flashing_metal|boot_epdm|sealant_pu|welded_membrane|counter_flashing,,,0,PROJECT_MANDATORY,BASIC_ENGINEERING,,true,Especificación técnica EPC,Cada método dicta el tipo de flashing en PVR-DRW-012,PVR-C-020;PVR-C-021,PVR-DRW-007;PVR-DRW-012;PVR-DRW-013,true,STRUCTURAL_ENGINEER,RNE_DS_011_2006;IEC_62548
PVR-020,roof_envelope,tipo_membrana_impermeable,Tipo de membrana impermeable existente en la cubierta.,enum,-,TPO|EPDM|PVC|SBS_modified_bitumen|APP_modified_bitumen|BUR_tar|none,,,0,PROJECT_MANDATORY,BASIC_ENGINEERING,,false,Inspección visual / memoria,Determina compatibilidad química del sellado,PVR-C-020;PVR-C-021,PVR-DRW-007;PVR-DRW-012;PVR-DRW-013,false,STRUCTURAL_ENGINEER,RNE_DS_011_2006
PVR-021,roof_envelope,tipo_drenaje_cubierta,"Sistema de drenaje de la cubierta: primario, secundario o combinado.",enum,-,primary_inner|secondary_overflow|external_gutter|combined,,,0,PROJECT_MANDATORY,BASIC_ENGINEERING,,false,Plano arquitectónico,Verificar capacidad L/min según ASCE 7 rainfall intensity,PVR-C-016;PVR-C-021,PVR-DRW-013,true,STRUCTURAL_ENGINEER,RNE_DS_011_2006
PVR-022,roof_envelope,capacidad_drenaje_L_min,Capacidad de drenaje primario instalada en L/min.,number,L/min,,0,5000,1,RECOMMENDED,BASIC_ENGINEERING,,false,Memoria de drenaje,Validar con intensidad de lluvia local,PVR-C-016,PVR-DRW-013,false,STRUCTURAL_ENGINEER,RNE_DS_011_2006;NASA_POWER
PVR-023,roof_envelope,canalon_presente,Indica si existe canalón (gutter) perimetral en la cubierta.,boolean,-,true|false,,,0,CONDITIONAL,BASIC_ENGINEERING,"PVR-001 in [tile, asphalt_shingle, corrugated_metal]",false,Plano arquitectónico,Determina ubicación de bajantes y conecta con estructura PV,PVR-C-016;PVR-C-021,PVR-DRW-013,false,STRUCTURAL_ENGINEER,RNE_DS_011_2006
PVR-024,roof_envelope,edad_cubierta_anios,"Edad de la cubierta desde su última renovación, en años.",number,years,,0,80,0.5,RECOMMENDED,FEASIBILITY,,false,Memoria de mantenimiento / inspección,"Si > 15 años, requerir inspección de refuerzo antes de PV",PVR-C-019;PVR-C-021,PVR-DRW-001;PVR-DRW-012,false,STRUCTURAL_ENGINEER,RNE_DS_011_2006
PVR-025,roof_envelope,condicion_cubierta_rating,Calificación de condición estructural de la cubierta tras inspección.,enum,-,excellent|good|fair|poor|critical,,,0,PROJECT_MANDATORY,FEASIBILITY,,true,Inspección estructural certificada,"Si poor/critical, parar diseño y refuerzo previo",PVR-C-019;PVR-C-021,PVR-DRW-001;PVR-DRW-006;PVR-DRW-012,true,STRUCTURAL_ENGINEER,RNE_DS_011_2006;IEC_62548
PVR-026,carport,carport_presente,Indica si el proyecto incluye estructuras tipo carport PV.,boolean,-,true|false,,,0,PROJECT_MANDATORY,FEASIBILITY,,true,Memoria de diseño,"Si true, completar PVR-027..PVR-040",PVR-C-005;PVR-C-017;PVR-C-019,PVR-DRW-004;PVR-DRW-005;PVR-DRW-006,true,LEAD_ENGINEER_ELECTRICAL,IEC_62548
PVR-027,carport,tipo_carport,"Tipología estructural del carport: cantilever, T-frame o Y-frame.",enum,-,cantilever|T_frame|Y_frame|double_cantilever,,,0,CONDITIONAL,BASIC_ENGINEERING,PVR-026==true,true,Memoria de diseño estructural,Determina número de columnas y momentos máximos,PVR-C-005;PVR-C-017;PVR-C-019,PVR-DRW-004;PVR-DRW-005;PVR-DRW-006,true,STRUCTURAL_ENGINEER,IEC_62548;RNE_DS_011_2006
PVR-028,carport,longitud_carport_m,"Longitud total del carport PV, en metros.",number,m,,3,200,0.01,CONDITIONAL,BASIC_ENGINEERING,PVR-026==true,false,Plano de implantación,Define número de bahías,PVR-C-005;PVR-C-017;PVR-C-019,PVR-DRW-004;PVR-DRW-005,false,STRUCTURAL_ENGINEER,IEC_62548
PVR-029,carport,ancho_carport_m,"Ancho del carport (perpendicular a la longitud), en metros.",number,m,,2.5,20,0.01,CONDITIONAL,BASIC_ENGINEERING,PVR-026==true,false,Plano de implantación,Ancho mínimo para 1 plaza = 2.5 m; doble = 5.0 m,PVR-C-005;PVR-C-017;PVR-C-019,PVR-DRW-004;PVR-DRW-005,false,STRUCTURAL_ENGINEER,IEC_62548
PVR-030,carport,altura_libre_carport_m,Altura libre mínima bajo el plano inferior del módulo del carport.,number,m,,2.5,8,0.05,CONDITIONAL,BASIC_ENGINEERING,PVR-026==true,true,Plano arquitectónico / código de tránsito,"Mínimo 4.0 m para vehículos livianos, 4.5 m para pickups, 5.0 m camiones",PVR-C-017;PVR-C-019,PVR-DRW-004;PVR-DRW-005;PVR-DRW-006,true,STRUCTURAL_ENGINEER,RNE_DS_011_2006;IEC_62548
PVR-031,carport,numero_columnas_carport,Número total de columnas del carport.,integer,-,,2,100,1,CONDITIONAL,BASIC_ENGINEERING,PVR-026==true,false,Plano estructural,Cantilever usa 1 fila; T usa 2; Y usa 3 por bahía,PVR-C-005;PVR-C-017;PVR-C-019,PVR-DRW-004;PVR-DRW-005;PVR-DRW-006,false,STRUCTURAL_ENGINEER,IEC_62548
PVR-032,carport,tipo_cimentacion_carport,"Tipo de cimentación del carport: zapata aislada, losa, pilote, dowel a losa existente.",enum,-,isolated_footing|mat_slab|pile|dowel_to_existing_slab|helical_pile,,,0,CONDITIONAL,BASIC_ENGINEERING,PVR-026==true,true,Memoria geotécnica / estructural,Define profundidad y diámetro de anclaje,PVR-C-005;PVR-C-019,PVR-DRW-006;PVR-DRW-012,true,GEOTECHNICAL_ENGINEER,RNE_DS_011_2006;IEEE_80_2013
PVR-033,carport,diametro_perno_anclaje_mm,Diámetro del perno de anclaje (anchor bolt) entre columna y cimentación.,number,mm,,12,60,0.5,CONDITIONAL,BASIC_ENGINEERING,PVR-026==true,false,Memoria estructural / catálogo,Influye en capacidad de pull-out y corte,PVR-C-005;PVR-C-018,PVR-DRW-006;PVR-DRW-012,false,STRUCTURAL_ENGINEER,IEEE_80_2013;RNE_DS_011_2006
PVR-034,carport,longitud_empotramiento_perno_mm,Longitud de empotramiento (embedment) del perno en el concreto.,number,mm,,100,600,1,CONDITIONAL,BASIC_ENGINEERING,PVR-026==true,false,Memoria estructural / catálogo de pernos genérico,Para pull-out per ACI 318; sin marca comercial,PVR-C-005;PVR-C-018,PVR-DRW-006;PVR-DRW-012,false,STRUCTURAL_ENGINEER,IEEE_80_2013;RNE_DS_011_2006
PVR-035,carport,resistencia_concreto_carport_MPa,Resistencia a compresión f'c del concreto de la cimentación del carport.,number,MPa,,17,50,0.5,CONDITIONAL,BASIC_ENGINEERING,PVR-026==true,false,Memoria estructural,Afecta capacidad de pull-out y corte del perno,PVR-C-005;PVR-C-018,PVR-DRW-006;PVR-DRW-012,false,STRUCTURAL_ENGINEER,RNE_DS_011_2006
PVR-036,carport,inclinacion_modulo_carport_grados,"Inclinación del módulo en el carport, en grados.",number,deg,,0,30,0.5,CONDITIONAL,BASIC_ENGINEERING,PVR-026==true,false,Memoria de diseño,Típico 5-10° para drenaje y bifacial harvesting,PVR-C-001;PVR-C-008;PVR-C-010,PVR-DRW-004;PVR-DRW-005;PVR-DRW-007,false,LEAD_ENGINEER_ELECTRICAL,IEC_62548
PVR-037,carport,gaps_drenaje_carport_mm,Gap entre módulo y módulo en el carport para drenaje.,number,mm,,5,50,0.5,CONDITIONAL,BASIC_ENGINEERING,PVR-026==true,false,Memoria de diseño,Típico 10-20 mm; permite paso de agua al canalón,PVR-C-016;PVR-C-017,PVR-DRW-004;PVR-DRW-005;PVR-DRW-013,false,STRUCTURAL_ENGINEER,IEC_62548
PVR-038,carport,carga_viento_carport_kPa,Carga de viento de diseño sobre el módulo del carport (presión o succión).,number,kPa,,0,5,0.01,CONDITIONAL,BASIC_ENGINEERING,PVR-026==true,true,Memoria de cálculo de viento,Componente crítica para momento de vuelco en cantilever,PVR-C-003;PVR-C-004;PVR-C-005;PVR-C-019,PVR-DRW-005;PVR-DRW-006;PVR-DRW-014,true,STRUCTURAL_ENGINEER,IEC_62548;DNV_RP_C205
PVR-039,module,tecnologia_modulo,"Tecnología de célula del módulo: monocristalino, policristalino, thin-film, bifacial.",enum,-,monocrystalline|polycrystalline|thin_film_CdTe|thin_film_CIGS|bifacial_mono|bifacial_poly,,,0,PROJECT_MANDATORY,BASIC_ENGINEERING,,true,Datasheet de módulo,Sin referencia a marca; sólo clase,PVR-C-008;PVR-C-009;PVR-C-010;PVR-C-024,PVR-DRW-007;PVR-DRW-002;PVR-DRW-003,true,LEAD_ENGINEER_ELECTRICAL,IEC_61215_1;IEC_61730_1
PVR-040,module,potencia_modulo_Wp_stc,"Potencia nominal del módulo en condiciones STC (1000 W/m2, 25°C, AM1.5).",number,Wp,,100,700,0.1,PROJECT_MANDATORY,BASIC_ENGINEERING,,false,Datasheet de módulo,Validar con IEC 61215 certificación,PVR-C-008;PVR-C-024;PVR-C-010,PVR-DRW-002;PVR-DRW-003;PVR-DRW-007,true,LEAD_ENGINEER_ELECTRICAL,IEC_61215_1;IEC_60904_1
PVR-041,module,Voc_modulo_V,Tensión de circuito abierto del módulo en STC.,number,V,,20,100,0.01,PROJECT_MANDATORY,BASIC_ENGINEERING,,false,Datasheet de módulo,Para cálculo de Vmax inversor con coef. temperatura,PVR-C-009;PVR-C-024,PVR-DRW-007;PVR-DRW-008;PVR-DRW-009,true,LEAD_ENGINEER_ELECTRICAL,IEC_60904_1;IEC_62548
PVR-042,module,Isc_modulo_A,Corriente de cortocircuito del módulo en STC.,number,A,,2,25,0.01,PROJECT_MANDATORY,BASIC_ENGINEERING,,false,Datasheet de módulo,Para dimensionar protección DC y cable,PVR-C-013;PVR-C-014;PVR-C-024,PVR-DRW-008;PVR-DRW-009,true,LEAD_ENGINEER_ELECTRICAL,IEC_60904_1;IEC_62548
PVR-043,module,Vmp_modulo_V,Tensión en punto de máxima potencia del módulo en STC.,number,V,,18,80,0.01,PROJECT_MANDATORY,BASIC_ENGINEERING,,false,Datasheet de módulo,Para sizing string dentro de MPPT,PVR-C-009;PVR-C-024,PVR-DRW-008;PVR-DRW-009,true,LEAD_ENGINEER_ELECTRICAL,IEC_60904_1;IEC_62548
PVR-044,module,Imp_modulo_A,Corriente en punto de máxima potencia del módulo en STC.,number,A,,1,20,0.01,PROJECT_MANDATORY,BASIC_ENGINEERING,,false,Datasheet de módulo,Para sizing de cable DC y_optimizer,PVR-C-013;PVR-C-014;PVR-C-024,PVR-DRW-008;PVR-DRW-009,true,LEAD_ENGINEER_ELECTRICAL,IEC_60904_1;IEC_62548
PVR-045,module,eficiencia_modulo_pct,"Eficiencia de conversión del módulo en STC, en porcentaje.",number,%,,10,30,0.01,RECOMMENDED,BASIC_ENGINEERING,,false,Datasheet de módulo,Útil para área mínima requerida,PVR-C-001;PVR-C-024,PVR-DRW-002;PVR-DRW-007,false,LEAD_ENGINEER_ELECTRICAL,IEC_60904_3;IEC_61215_1
PVR-046,module,longitud_modulo_mm,"Longitud exterior del módulo, en milímetros.",number,mm,,1000,2500,0.1,PROJECT_MANDATORY,BASIC_ENGINEERING,,false,Datasheet de módulo,Para layout y spacing de attachments,PVR-C-017;PVR-C-018;PVR-C-019,PVR-DRW-002;PVR-DRW-003;PVR-DRW-007;PVR-DRW-012,true,LEAD_ENGINEER_ELECTRICAL,IEC_61215_1;IEC_61730_1
PVR-047,module,ancho_modulo_mm,"Ancho exterior del módulo, en milímetros.",number,mm,,500,1500,0.1,PROJECT_MANDATORY,BASIC_ENGINEERING,,false,Datasheet de módulo,Para layout de strings y balast grid,PVR-C-017;PVR-C-018;PVR-C-019,PVR-DRW-002;PVR-DRW-003;PVR-DRW-007;PVR-DRW-012,true,LEAD_ENGINEER_ELECTRICAL,IEC_61215_1
PVR-048,module,peso_modulo_kg,"Peso del módulo, en kilogramos.",number,kg,,10,50,0.01,PROJECT_MANDATORY,BASIC_ENGINEERING,,false,Datasheet de módulo,Contribución a carga muerta de la cubierta,PVR-C-019;PVR-C-021,PVR-DRW-006;PVR-DRW-007;PVR-DRW-012,true,STRUCTURAL_ENGINEER,IEC_61215_1;IEC_61730_1
PVR-049,module,factor_bifacialidad,Factor de bifacialidad (Ir/Isc del lado frontal). Típico 0.70-0.95.,number,-,,0.6,1,0.01,CONDITIONAL,BASIC_ENGINEERING,PVR-039 contains bifacial,true,Datasheet de módulo bifacial,Default 0.70 si bifacial pero sin datasheet NO PROHIBIDO,PVR-C-008;PVR-C-010,PVR-DRW-007;PVR-DRW-002,true,LEAD_ENGINEER_ELECTRICAL,IEC_TS_62804_1;IEC_60904_1
PVR-050,module,ganancia_bifacial_pct,"Ganancia energética bifacial estimada, en porcentaje sobre el lado frontal.",number,%,,0,30,0.1,CONDITIONAL,BASIC_ENGINEERING,PVR-039 contains bifacial,true,Memoria de diseño / NREL bifacial model,Depende de albedo y altura de borde libre,PVR-C-008;PVR-C-010,PVR-DRW-002;PVR-DRW-005;PVR-DRW-007,true,LEAD_ENGINEER_ELECTRICAL,IEC_TS_62804_1;NREL_SAM_2024
PVR-051,module,albedo_emplazamiento,Albedo solar del suelo adyacente (reflexión de corta longitud de onda).,number,-,,0.05,0.95,0.01,CONDITIONAL,BASIC_ENGINEERING,PVR-039 contains bifacial,false,NASA POWER / NSRDB / medición,Concreto 0.30; asfalto 0.15; nieve 0.80; grama 0.20,PVR-C-008;PVR-C-010,PVR-DRW-002;PVR-DRW-005;PVR-DRW-007,false,LEAD_ENGINEER_ELECTRICAL,NASA_POWER;NSRDB_NREL
PVR-052,module,coef_temp_Voc_pct_K,"Coeficiente de temperatura de Voc, en %/K.",number,%/K,,-0.5,-0.1,0.001,PROJECT_MANDATORY,BASIC_ENGINEERING,,false,Datasheet de módulo,Para Vmax inversor en frío extremo,PVR-C-009;PVR-C-024,PVR-DRW-008;PVR-DRW-009,true,LEAD_ENGINEER_ELECTRICAL,IEC_60904_1;IEC_62548
PVR-053,module,coef_temp_Pmax_pct_K,"Coeficiente de temperatura de Pmax, en %/K.",number,%/K,,-0.6,-0.1,0.001,PROJECT_MANDATORY,BASIC_ENGINEERING,,false,Datasheet de módulo,Para derate térmico,PVR-C-009;PVR-C-024,PVR-DRW-008;PVR-DRW-015,true,LEAD_ENGINEER_ELECTRICAL,IEC_60904_1;IEC_62548
PVR-054,module,NOCT_modulo_C,"Temperatura nominal de operación de célula (NOCT), en °C.",number,°C,,35,60,0.1,RECOMMENDED,BASIC_ENGINEERING,,false,Datasheet de módulo,Para estimar T_oper y derate térmico,PVR-C-009;PVR-C-024,PVR-DRW-007;PVR-DRW-015,false,LEAD_ENGINEER_ELECTRICAL,IEC_61215_1;IEC_60904_1
PVR-055,module,radar_tipping_habilitado,Indica si el módulo incorpora radar de tipping (detección de vuelco) en carport.,boolean,-,true|false,,,0,CONDITIONAL,BASIC_ENGINEERING,PVR-026==true AND PVR-039 contains bifacial,false,Especificación técnica OEM genérica,Función de seguridad en carports con bifacial,PVR-C-008;PVR-C-010,PVR-DRW-004;PVR-DRW-015,false,LEAD_ENGINEER_ELECTRICAL,IEC_62548;IEC_TS_63209
PVR-056,inverter,tipo_inversor,"Tipo de inversor: string inverter, microinversor, optimizer + string.",enum,-,string_inverter|microinverter|optimizer_string|hybrid,,,0,PROJECT_MANDATORY,BASIC_ENGINEERING,,true,Memoria de diseño eléctrico,Determina topología de strings y protecciones,PVR-C-006;PVR-C-007;PVR-C-024,PVR-DRW-008;PVR-DRW-009;PVR-DRW-010,true,LEAD_ENGINEER_ELECTRICAL,IEC_62109_1;IEC_62109_2;UL_1741
PVR-057,inverter,potencia_max_dc_inversor_kW,"Potencia máxima DC de entrada del inversor, en kW.",number,kW,,0.5,500,0.01,PROJECT_MANDATORY,BASIC_ENGINEERING,,false,Datasheet de inversor,Para DC/AC ratio,PVR-C-023;PVR-C-024,PVR-DRW-008;PVR-DRW-010,true,LEAD_ENGINEER_ELECTRICAL,IEC_62109_1;IEC_62894
PVR-058,inverter,tension_max_dc_inversor_V,"Tensión máxima DC de entrada del inversor, en V.",number,V,,100,1500,1,PROJECT_MANDATORY,BASIC_ENGINEERING,,false,Datasheet de inversor,Para validar Vmax string en frío,PVR-C-009;PVR-C-024,PVR-DRW-008;PVR-DRW-009,true,LEAD_ENGINEER_ELECTRICAL,IEC_62109_1;IEC_62548
PVR-059,inverter,numero_mppt_inversor,Número de MPPT del inversor.,integer,-,,1,12,1,PROJECT_MANDATORY,BASIC_ENGINEERING,,false,Datasheet de inversor,Para balancear strings en sombreado parcial,PVR-C-006;PVR-C-007;PVR-C-024,PVR-DRW-008;PVR-DRW-009,true,LEAD_ENGINEER_ELECTRICAL,IEC_62109_1
PVR-060,inverter,mppt_vmin_V,"Tensión mínima del rango MPPT del inversor, en V.",number,V,,50,1000,1,PROJECT_MANDATORY,BASIC_ENGINEERING,,false,Datasheet de inversor,Para validar Vmin string en caliente,PVR-C-009;PVR-C-024,PVR-DRW-008;PVR-DRW-009,true,LEAD_ENGINEER_ELECTRICAL,IEC_62109_1;IEC_62548
PVR-061,inverter,mppt_vmax_V,"Tensión máxima del rango MPPT del inversor, en V.",number,V,,100,1500,1,PROJECT_MANDATORY,BASIC_ENGINEERING,,false,Datasheet de inversor,Para validar Vmax string en frío,PVR-C-009;PVR-C-024,PVR-DRW-008;PVR-DRW-009,true,LEAD_ENGINEER_ELECTRICAL,IEC_62109_1;IEC_62548
PVR-062,inverter,corriente_max_ac_inversor_A,"Corriente máxima AC de salida del inversor, en A.",number,A,,5,1000,0.1,PROJECT_MANDATORY,BASIC_ENGINEERING,,false,Datasheet de inversor,Para dimensionar cable AC y breaker,PVR-C-013;PVR-C-024,PVR-DRW-008;PVR-DRW-010,true,LEAD_ENGINEER_ELECTRICAL,IEC_62109_1;IEEE_1547_2018
PVR-063,inverter,eficiencia_cec_inversor_pct,"Eficiencia ponderada CEC del inversor, en %.",number,%,,90,100,0.01,RECOMMENDED,BASIC_ENGINEERING,,false,Datasheet de inversor,Para cálculo de producción anual,PVR-C-024,PVR-DRW-008;PVR-DRW-015,false,LEAD_ENGINEER_ELECTRICAL,IEC_62894;ASTM_E2848
PVR-064,inverter,modulos_por_string,Número de módulos en serie por string.,integer,-,,6,30,1,PROJECT_MANDATORY,BASIC_ENGINEERING,,false,Memoria eléctrica,Validar Vmax_inversor y Vmin MPPT,PVR-C-009;PVR-C-013;PVR-C-014;PVR-C-024,PVR-DRW-003;PVR-DRW-008;PVR-DRW-009,true,LEAD_ENGINEER_ELECTRICAL,IEC_62548
PVR-065,inverter,numero_strings,Número total de strings paralelos del sistema.,integer,-,,1,500,1,PROJECT_MANDATORY,BASIC_ENGINEERING,,false,Memoria eléctrica,Para dimensionar combiner y protección,PVR-C-013;PVR-C-014;PVR-C-024,PVR-DRW-003;PVR-DRW-008;PVR-DRW-009,true,LEAD_ENGINEER_ELECTRICAL,IEC_62548
