field_id,category,name_es,description,data_type,unit,allowed_values,min_value,max_value,precision,requirement_class,required_from_stage,conditional_expression,prohibited_default,expected_source_document,extraction_hints,used_by_calculation_ids,used_by_drawing_ids,blocking_if_missing,review_role,source_ids
WON-020,iec_class,iec_turbine_class,Clase IEC 61400-1 de la turbina seleccionada (I/II/III + A/B/C),string,-,IA;IB;IC;IIA;IIB;IIC;IIIA;IIIB;IIIC;S,,,,PROJECT_MANDATORY,BASIC_ENGINEERING,,true,Datasheet del fabricante de turbinas / spec de diseño,Tabla 'IEC class' del datasheet,WON-CALC-005;WON-CALC-021,WON-DRW-002;WON-DRW-006,true,LEAD_ENGINEER_MECHANICAL,IEC_61400_1
WON-021,iec_class,iec_site_class_match,Verificación de que la clase IEC declarada es coherente con v_extrema_50yr y TI del sitio,boolean,-,true;false,,,,PROJECT_MANDATORY,BASIC_ENGINEERING,,true,Memoria de cálculo de cargas,Comparar IEC class contra v_extrema y TI,WON-CALC-021;WON-CALC-034,WON-DRW-002;WON-DRW-015,true,LEAD_ENGINEER_MECHANICAL,IEC_61400_1;IEC_61400_15_1
WON-030,environmental,temp_min_extrema_C,Temperatura ambiente mínima extrema del sitio con retorno 50 años,number,°C,,-40,10,0.1,PROJECT_MANDATORY,FEASIBILITY,,true,Estudio meteorológico del sitio,Estadísticas meteorológicas,WON-CALC-014,WON-DRW-002;WON-DRW-006,true,ENVIRONMENTAL_ENGINEER,IEC_61400_1;NASA_POWER
WON-031,environmental,temp_max_extrema_C,Temperatura ambiente máxima extrema del sitio con retorno 50 años,number,°C,,20,55,0.1,PROJECT_MANDATORY,FEASIBILITY,,true,Estudio meteorológico del sitio,Estadísticas meteorológicas,WON-CALC-014,WON-DRW-002;WON-DRW-006,true,ENVIRONMENTAL_ENGINEER,IEC_61400_1;NASA_POWER
WON-032,environmental,humedad_relativa_pct,Humedad relativa media anual del sitio,number,%,,10,100,0.1,CONDITIONAL,FEASIBILITY,,false,Estudio meteorológico del sitio,Estadísticas meteorológicas,WON-CALC-022,WON-DRW-002,false,ENVIRONMENTAL_ENGINEER,IEC_61400_1;NASA_POWER
WON-033,environmental,salinidad_ambiente,Nivel de salinidad atmosférica del sitio (bajo/medio/alto/marino),string,-,bajo;medio;alto;marino,,,,CONDITIONAL,FEASIBILITY,distancia_mar_km<50,true,Estudio ambiental del sitio,Caracterización atmosférica,WON-CALC-022,WON-DRW-002;WON-DRW-006,true,ENVIRONMENTAL_ENGINEER,IEC_61400_1;IEC_61400_5
WON-034,environmental,icing_dias_ano,Número de días por año con riesgo de icing (hielo) en el sitio,number,días/año,,0,120,1,CONDITIONAL,FEASIBILITY,temp_min_extrema_C<0,true,Estudio meteorológico del sitio,Estadísticas meteorológicas,WON-CALC-015,WON-DRW-002;WON-DRW-006,true,ENVIRONMENTAL_ENGINEER,IEC_61400_1;NASA_POWER
WON-035,environmental,velocidad_corrosion_categoria,Categoría de corrosividad atmosférica ISO 9223 del sitio,string,-,C1;C2;C3;C4;C5;CX,,,,CONDITIONAL,FEASIBILITY,,false,Estudio ambiental del sitio,Categorización ISO 9223,WON-CALC-022,WON-DRW-002;WON-DRW-006,false,ENVIRONMENTAL_ENGINEER,IEC_61400_5;MINAM_DS_019_2009
WON-040,site,terrain_complexity_rix,Índice de rugosidad RIX del terreno (% del terreno sobre el horizonte a 50 diametros),number,%,,0,30,0.1,PROJECT_MANDATORY,FEASIBILITY,,true,Estudio de micrositing,Modelo de elevación + RIX,WON-CALC-005;WON-CALC-008,WON-DRW-002;WON-DRW-003,true,WIND_RESOURCE_ENGINEER,IEC_61400_15_1;NREL_TP_5000_87434
WON-041,site,forest_cobertura_pct,Porcentaje del sitio cubierto por bosque o vegetación alta,number,%,,0,100,1,CONDITIONAL,FEASIBILITY,,false,Estudio ambiental del sitio,Cartografía SIG de cobertura,WON-CALC-003;WON-CALC-014,WON-DRW-002;WON-DRW-004,false,ENVIRONMENTAL_ENGINEER,SERFOR_DS_020_2015;MINAM_DS_019_2009
WON-042,site,slope_pct,Pendiente media ponderada del terreno del parque,number,%,,0,25,0.1,PROJECT_MANDATORY,FEASIBILITY,,true,Modelo digital de elevación,Análisis espacial GIS,WON-CALC-008;WON-CALC-026,WON-DRW-002;WON-DRW-004,true,CIVIL_ENGINEER,ISO_14685;NREL_TP_5000_87434
WON-043,site,area_total_ha,Área total del terreno del parque eólico,number,ha,,1,10000,0.1,PROJECT_MANDATORY,FEASIBILITY,,true,Título de propiedad / servidumbre,Plano de implantación,WON-CALC-008,WON-DRW-002;WON-DRW-003,true,PROJECT_MANAGER,ISO_19111;RNE_DS_011_2006
WON-044,site,coordenadas_centro_utm,Coordenadas UTM del centro del parque eólico,string,-,"Easting,Northing,Zone,Hemisphere",,,,PROJECT_MANDATORY,FEASIBILITY,,true,Estudio de micrositing,Sistema de referencia UTM,WON-CALC-008,WON-DRW-001;WON-DRW-002,true,PROJECT_MANAGER,ISO_19111;IEC_61400_15_1
WON-050,wake,wake_model,Modelo de estela utilizado en el cálculo de AEP,string,-,Jensen;Bastankhiah;Ainslie;EWTSII;CFD,,,,PROJECT_MANDATORY,BASIC_ENGINEERING,,true,Memoria de cálculo AEP,Sección 'Wake model' del reporte,WON-CALC-005;WON-CALC-008,WON-DRW-002;WON-DRW-003,true,WIND_RESOURCE_ENGINEER,IEC_61400_15_1;NREL_TK_6A20_78595
WON-051,wake,wake_loss_pct,Pérdida de energía por estela respecto a AEP bruto,number,%,,0,20,0.01,PROJECT_MANDATORY,BASIC_ENGINEERING,,true,Memoria de cálculo AEP,Tabla de pérdidas,WON-CALC-005;WON-CALC-008;WON-CALC-009,WON-DRW-002;WON-DRW-003,true,WIND_RESOURCE_ENGINEER,IEC_61400_15_1;NREL_TK_6A20_78595
WON-052,wake,spacing_crosswind_D,Espaciamiento entre turbinas en dirección transversal al viento dominante (en diámetros),number,D,,3,8,0.1,PROJECT_MANDATORY,BASIC_ENGINEERING,,true,Memoria de micrositing,Plano de micrositing con distancias,WON-CALC-008;WON-CALC-009,WON-DRW-003,true,WIND_RESOURCE_ENGINEER,IEC_61400_15_1
WON-053,wake,spacing_downwind_D,Espaciamiento entre turbinas en dirección del viento dominante (en diámetros),number,D,,5,12,0.1,PROJECT_MANDATORY,BASIC_ENGINEERING,,true,Memoria de micrositing,Plano de micrositing con distancias,WON-CALC-008;WON-CALC-009,WON-DRW-003,true,WIND_RESOURCE_ENGINEER,IEC_61400_15_1
WON-060,aep,aep_gross_MWh,Energía anual bruta estimada sin pérdidas (P50),number,MWh/año,,0,1500000,0.1,PROJECT_MANDATORY,BASIC_ENGINEERING,,true,Memoria de cálculo AEP,Tabla AEP del reporte,WON-CALC-005,WON-DRW-002;WON-DRW-015,true,WIND_RESOURCE_ENGINEER,IEC_61400_12_1;NREL_TK_6A20_78595
WON-061,aep,aep_net_MWh,Energía anual neta con pérdidas totales (P50),number,MWh/año,,0,1500000,0.1,PROJECT_MANDATORY,BASIC_ENGINEERING,,true,Memoria de cálculo AEP,Tabla AEP del reporte,WON-CALC-006,WON-DRW-002;WON-DRW-015,true,WIND_RESOURCE_ENGINEER,IEC_61400_12_1;NREL_TK_6A20_78595
WON-062,aep,perdidas_electricas_pct,Pérdidas eléctricas en el sistema de colección (cables + transformadores),number,%,,0.5,6,0.01,PROJECT_MANDATORY,BASIC_ENGINEERING,,true,Memoria de cálculo AEP,Tabla de pérdidas,WON-CALC-006;WON-CALC-012,WON-DRW-002;WON-DRW-010,true,LEAD_ENGINEER_ELECTRICAL,IEC_61400_21_1;IEEE_1547_2018
WON-063,aep,perdidas_disponibilidad_pct,Pérdidas por baja disponibilidad técnica del parque,number,%,,0.5,8,0.01,PROJECT_MANDATORY,BASIC_ENGINEERING,,true,Memoria de cálculo AEP,Tabla de pérdidas,WON-CALC-006;WON-CALC-013,WON-DRW-002;WON-DRW-015,true,O_AND_M_LEAD,IEC_61400_1;NREL_TK_6A20_78595
WON-064,aep,perdidas_ambientales_pct,Pérdidas por baja temperatura y icing (suma),number,%,,0,15,0.01,PROJECT_MANDATORY,BASIC_ENGINEERING,,true,Memoria de cálculo AEP,Tabla de pérdidas,WON-CALC-006;WON-CALC-014;WON-CALC-015,WON-DRW-002,true,ENVIRONMENTAL_ENGINEER,IEC_61400_1;NASA_POWER
WON-065,aep,capacidad_instalada_MW,Capacidad instalada total del parque eólico,number,MW,,0.1,1000,0.01,PROJECT_MANDATORY,FEASIBILITY,,true,Memoria de diseño eléctrico,Listado de turbinas y potencias,WON-CALC-006;WON-CALC-007,WON-DRW-002;WON-DRW-011,true,LEAD_ENGINEER_ELECTRICAL,IEEE_1547_2018;OSINERGMIN_PR_17
WON-066,aep,capacity_factor_pu,Factor de capacidad del parque eólico (aep_net/(P_rated*8760)),number,pu,,0.10,0.65,0.001,PROJECT_MANDATORY,BASIC_ENGINEERING,,true,Memoria de cálculo AEP,Tabla de KPIs,WON-CALC-007,WON-DRW-002;WON-DRW-015,true,WIND_RESOURCE_ENGINEER,IEC_61400_12_1;NREL_TK_6A20_78595
WON-070,turbine,turbina_potencia_nominal_kW,Potencia nominal eléctrica de la turbina,number,kW,,100,15000,0.1,PROJECT_MANDATORY,BASIC_ENGINEERING,,true,Datasheet del fabricante,Tabla 'Rated power',WON-CALC-005;WON-CALC-007,WON-DRW-002;WON-DRW-011,true,LEAD_ENGINEER_MECHANICAL,IEC_61400_1;IEC_61400_12_1
WON-071,turbine,turbina_diametro_rotor_m,Diámetro del rotor de la turbina,number,m,,20,250,0.01,PROJECT_MANDATORY,BASIC_ENGINEERING,,true,Datasheet del fabricante,Tabla 'Rotor diameter',WON-CALC-005;WON-CALC-008,WON-DRW-003;WON-DRW-006,true,LEAD_ENGINEER_MECHANICAL,IEC_61400_1;IEC_61400_5
WON-072,turbine,turbina_altura_buje_m,Altura de buje sobre el nivel del terreno,number,m,,20,200,0.01,PROJECT_MANDATORY,BASIC_ENGINEERING,,true,Datasheet del fabricante,Tabla 'Hub height',WON-CALC-003;WON-CALC-024,WON-DRW-002;WON-DRW-006,true,LEAD_ENGINEER_MECHANICAL,IEC_61400_1;IEC_61400_6
WON-073,turbine,turbina_v_cut_in_ms,Velocidad de viento de arranque (cut-in),number,m/s,,1.5,5,0.01,PROJECT_MANDATORY,BASIC_ENGINEERING,,true,Datasheet del fabricante,Curva de potencia,WON-CALC-005,WON-DRW-002;WON-DRW-011,true,LEAD_ENGINEER_MECHANICAL,IEC_61400_12_1
WON-074,turbine,turbina_v_cut_out_ms,Velocidad de viento de parada (cut-out),number,m/s,,20,35,0.01,PROJECT_MANDATORY,BASIC_ENGINEERING,,true,Datasheet del fabricante,Curva de potencia,WON-CALC-005,WON-DRW-002;WON-DRW-011,true,LEAD_ENGINEER_MECHANICAL,IEC_61400_12_1
WON-075,turbine,turbina_v_nominal_ms,Velocidad de viento nominal donde la turbina alcanza potencia nominal,number,m/s,,8,15,0.01,PROJECT_MANDATORY,BASIC_ENGINEERING,,true,Datasheet del fabricante,Curva de potencia,WON-CALC-005,WON-DRW-002;WON-DRW-011,true,LEAD_ENGINEER_MECHANICAL,IEC_61400_12_1
WON-076,turbine,turbina_curva_potencia,Curva de potencia P(V) certificada IEC 61400-12-1 a densidad de referencia,array[number],kW,"pares velocidad-potencia (m/s,kW)",,,,PROJECT_MANDATORY,BASIC_ENGINEERING,,true,Datasheet del fabricante + certificado,Tabla 'Power curve',WON-CALC-005;WON-CALC-007,WON-DRW-002;WON-DRW-011,true,LEAD_ENGINEER_MECHANICAL,IEC_61400_12_1
WON-077,turbine,turbina_curva_thrust_coef,Curva de coeficiente de empuje Ct(V) utilizada en modelos de estela,array[number],-,"pares (m/s,Ct)",,,,PROJECT_MANDATORY,BASIC_ENGINEERING,,true,Datasheet del fabricante,Tabla 'Thrust coefficient',WON-CALC-008;WON-CALC-009;WON-CALC-010,WON-DRW-002;WON-DRW-003,true,WIND_RESOURCE_ENGINEER,IEC_61400_12_1;IEC_61400_27_1
WON-078,turbine,turbina_nivel_potencia_sonora_dBA,Nivel de potencia sonora aparente declarado a 95% de potencia nominal,number,dBA,,90,115,0.1,PROJECT_MANDATORY,BASIC_ENGINEERING,,true,Datasheet del fabricante + certificado IEC 61400-14,Tabla 'Apparent sound power level',WON-CALC-017,WON-DRW-002;WON-DRW-013,true,ENVIRONMENTAL_ENGINEER,IEC_61400_11;IEC_61400_14
WON-079,turbine,turbina_clase_proteccion_rayo_lps,Clase de protección contra rayos LPS según IEC 61400-24,string,-,I;II;III;IV,,,,PROJECT_MANDATORY,BASIC_ENGINEERING,,true,Datasheet del fabricante + memoria LPS,Tabla 'Lightning protection level',WON-CALC-032,WON-DRW-002;WON-DRW-006,true,LEAD_ENGINEER_ELECTRICAL,IEC_61400_24;IEC_62305_1
WON-080,turbine,turbina_numero_paleas,Número de palas del rotor,integer,-,3,,,,PROJECT_MANDATORY,BASIC_ENGINEERING,,true,Datasheet del fabricante,Tabla 'Number of blades',WON-CALC-021;WON-CALC-022,WON-DRW-002;WON-DRW-006,true,LEAD_ENGINEER_MECHANICAL,IEC_61400_5
WON-081,turbine,turbina_velocidad_rotor_nominal_rpm,Velocidad nominal de rotación del rotor,number,rpm,,5,25,0.01,PROJECT_MANDATORY,BASIC_ENGINEERING,,true,Datasheet del fabricante,Tabla 'Rated rotor speed',WON-CALC-024,WON-DRW-002;WON-DRW-006,true,LEAD_ENGINEER_MECHANICAL,IEC_61400_1;IEC_61400_13
WON-082,turbine,turbina_gama_tolerancia_potencia_pct,Tolerancia declarada de potencia nominal (%),number,%,,-5,5,0.1,CONDITIONAL,BASIC_ENGINEERING,,false,Datasheet del fabricante,Tabla 'Power tolerance',WON-CALC-005,WON-DRW-002,false,LEAD_ENGINEER_MECHANICAL,IEC_61400_12_1
WON-090,tower,torre_tipo_estructura,Tipo de torre: acero/concreto/híbrido,string,-,steel;concrete;hybrid,,,,PROJECT_MANDATORY,BASIC_ENGINEERING,,true,Datasheet del fabricante + memoria estructural,Tabla 'Tower type',WON-CALC-020;WON-CALC-024,WON-DRW-006;WON-DRW-007,true,CIVIL_ENGINEER,IEC_61400_6
WON-091,tower,torre_numero_secciones,Número de secciones de torre para transporte y ensamblaje,integer,-,,2,6,1,PROJECT_MANDATORY,BASIC_ENGINEERING,,true,Datasheet del fabricante,Plan de transporte y ensamblaje,WON-CALC-026,WON-DRW-004;WON-DRW-006,true,CIVIL_ENGINEER,IEC_61400_6
WON-092,tower,torre_diametro_base_m,Diámetro exterior en la base de la torre,number,m,,3,8,0.01,PROJECT_MANDATORY,BASIC_ENGINEERING,,true,Datasheet del fabricante,Tabla 'Tower base diameter',WON-CALC-018;WON-CALC-019,WON-DRW-006;WON-DRW-007,true,CIVIL_ENGINEER,IEC_61400_6
WON-093,tower,torre_momento_base_kNm,Momento resultante en la base de la torre para combinación de carga extrema,number,kN·m,,10000,300000,1,PROJECT_MANDATORY,BASIC_ENGINEERING,,true,Memoria de cargas del fabricante,Tabla 'Extreme loads at tower base',WON-CALC-018;WON-CALC-021,WON-DRW-006;WON-DRW-007,true,CIVIL_ENGINEER,IEC_61400_1;IEC_61400_6
WON-094,tower,torre_frecuencia_natural_hz,Frecuencia natural fundamental de la torre,number,Hz,,0.15,1.5,0.001,PROJECT_MANDATORY,BASIC_ENGINEERING,,true,Memoria estructural del fabricante,Tabla 'Tower natural frequencies',WON-CALC-024,WON-DRW-006;WON-DRW-015,true,LEAD_ENGINEER_MECHANICAL,IEC_61400_1;IEC_61400_6
WON-095,tower,torre_flanges_tipo,Tipo de flanges de torre (circulares / atornilladas / soldadas),string,-,bolted_ring;welded;hybrid,,,,PROJECT_MANDATORY,BASIC_ENGINEERING,,true,Datasheet del fabricante,Planos de detalle de torre,WON-CALC-021,WON-DRW-006;WON-DRW-007,true,LEAD_ENGINEER_MECHANICAL,IEC_61400_6
WON-100,foundation,fundacion_tipo,Tipo de cimentación de turbina: raft/pile/rock_anchor,string,-,raft;pile;rock_anchor,,,,PROJECT_MANDATORY,BASIC_ENGINEERING,,true,Memoria geotécnica + memoria de cimentaciones,Tabla 'Foundation type' del reporte geotécnico,WON-CALC-018;WON-CALC-019,WON-DRW-006;WON-DRW-007,true,CIVIL_ENGINEER,IEC_61400_6;ISO_14685
WON-101,foundation,capacidad_carga_admisible_kPa,Capacidad de carga admisible del suelo a esfuerzo vertical,number,kPa,,50,800,1,PROJECT_MANDATORY,BASIC_ENGINEERING,,true,Reporte geotécnico del sitio,Tabla 'Bearing capacity',WON-CALC-018,WON-DRW-006;WON-DRW-007,true,GEOTECHNICAL_ENGINEER,ISO_14685;RNE_DS_011_2006
WON-102,foundation,fundacion_profundidad_desplante_m,Profundidad de desplante de la cimentación desde el nivel del terreno,number,m,,1,6,0.01,PROJECT_MANDATORY,BASIC_ENGINEERING,,true,Memoria de cimentaciones,Planos de cimentación,WON-CALC-018;WON-CALC-019,WON-DRW-006;WON-DRW-007,true,GEOTECHNICAL_ENGINEER,IEC_61400_6;ISO_14685
WON-103,foundation,fundacion_dimensiones_m,Dimensiones en planta de la cimentación (L x B),string,m,"2 valores L,B",,,,PROJECT_MANDATORY,BASIC_ENGINEERING,,true,Memoria de cimentaciones,Planos de cimentación,WON-CALC-018,WON-DRW-006;WON-DRW-007,true,CIVIL_ENGINEER,IEC_61400_6;ISO_14685
WON-104,foundation,fundacion_concreto_resistencia_MPa,Resistencia característica del concreto de la cimentación,number,MPa,,20,60,0.1,PROJECT_MANDATORY,BASIC_ENGINEERING,,true,Memoria de cimentaciones,Especificación de concreto,WON-CALC-018,WON-DRW-006;WON-DRW-007,true,CIVIL_ENGINEER,IEC_61400_6;RNE_DS_011_2006
WON-105,foundation,pilote_capacidad_axial_kN,Capacidad axial última de pilote individual (si fundacion_tipo==pile),number,kN,,500,20000,1,CONDITIONAL,BASIC_ENGINEERING,fundacion_tipo==pile,true,Reporte geotécnico del sitio,Tabla 'Pile axial capacity',WON-CALC-019,WON-DRW-006;WON-DRW-007,true,GEOTECHNICAL_ENGINEER,ISO_14685;IEC_61400_6
WON-110,access_roads,road_gradient_max_pct,Pendiente longitudinal máxima admisible en caminos de acceso,number,%,,0,12,0.1,PROJECT_MANDATORY,BASIC_ENGINEERING,,true,Memoria de caminos / especificaciones civiles,Tabla 'Road gradient',WON-CALC-026;WON-CALC-027,WON-DRW-004;WON-DRW-005,true,CIVIL_ENGINEER,RNE_DS_011_2006;NREL_TP_5000_87434
WON-111,access_roads,road_curve_radius_min_m,Radio mínimo de curvas horizontales en caminos de acceso,number,m,,30,100,0.1,PROJECT_MANDATORY,BASIC_ENGINEERING,,true,Memoria de caminos / especificaciones civiles,Tabla 'Horizontal curve radius',WON-CALC-027,WON-DRW-004;WON-DRW-005,true,CIVIL_ENGINEER,RNE_DS_011_2006
WON-112,access_roads,road_weight_limit_t,Carga máxima por eje o peso total admisible en caminos de acceso,number,t,,20,120,0.1,PROJECT_MANDATORY,BASIC_ENGINEERING,,true,Memoria de caminos / especificaciones civiles,Tabla 'Weight limit',WON-CALC-025,WON-DRW-004;WON-DRW-005,true,CIVIL_ENGINEER,RNE_DS_011_2006;MINEM_DS_043_2006
WON-113,access_roads,road_width_m,Ancho de rodadura de los caminos de acceso principales,number,m,,4,8,0.1,PROJECT_MANDATORY,BASIC_ENGINEERING,,true,Memoria de caminos / especificaciones civiles,Tabla 'Road width',WON-CALC-027,WON-DRW-004,true,CIVIL_ENGINEER,RNE_DS_011_2006
WON-114,access_roads,road_longitud_km,Longitud total de caminos internos del parque,number,km,,0.1,200,0.01,PROJECT_MANDATORY,BASIC_ENGINEERING,,true,Memoria de caminos,Plano de caminos,WON-CALC-026,WON-DRW-004;WON-DRW-005,true,CIVIL_ENGINEER,RNE_DS_011_2006
WON-120,transport,transporte_puerto_a_sitio_km,Distancia del puerto/origen de descarga al sitio,number,km,,1,1500,0.1,PROJECT_MANDATORY,BASIC_ENGINEERING,,true,Memoria logística,Mapa de rutas de transporte,WON-CALC-026,WON-DRW-004,true,LOGISTICS_LEAD,RNE_DS_011_2006;NREL_TP_5000_87434
WON-121,transport,transporte_puente_peso_max_t,Peso máximo admisible en el puente más restrictivo del itinerario,number,t,,10,150,0.1,PROJECT_MANDATORY,BASIC_ENGINEERING,,true,Memoria logística,Inventario de puentes en ruta,WON-CALC-025,WON-DRW-004,true,LOGISTICS_LEAD,RNE_DS_011_2006
WON-122,transport,transporte_radio_giro_min_m,Radio de giro mínimo admisible en intersecciones de la ruta de transporte,number,m,,15,60,0.1,PROJECT_MANDATORY,BASIC_ENGINEERING,,true,Memoria logística,Tabla 'Turning radius',WON-CALC-027,WON-DRW-004,true,LOGISTICS_LEAD,RNE_DS_011_2006
WON-130,crane,grua_capacidad_principal_t,Capacidad máxima de la grúa principal de erección,number,t,,100,1500,1,PROJECT_MANDATORY,BASIC_ENGINEERING,,true,Memoria de izajes,Tabla 'Main crane capacity',WON-CALC-025,WON-DRW-008;WON-DRW-012,true,CIVIL_ENGINEER,MINEM_DS_043_2006;NREL_TP_5000_87434
WON-131,crane,grua_capacidad_secundaria_t,Capacidad máxima de la grúa secundaria o auxiliar,number,t,,5,200,0.5,CONDITIONAL,BASIC_ENGINEERING,,false,Memoria de izajes,Tabla 'Auxiliary crane capacity',WON-CALC-025,WON-DRW-008,false,CIVIL_ENGINEER,MINEM_DS_043_2006
WON-132,crane,grua_pad_dimensiones_m,Dimensiones de la zona de apoyo (pad) de la grúa (L x B),string,m,"2 valores L,B",,,,PROJECT_MANDATORY,BASIC_ENGINEERING,,true,Memoria de izajes + planos civiles,Tabla 'Crane pad dimensions',WON-CALC-025,WON-DRW-008,true,CIVIL_ENGINEER,ISO_14685;NREL_TP_5000_87434
