"field_id","category","name_es","description","data_type","unit","allowed_values","min_value","max_value","precision","requirement_class","required_from_stage","conditional_expression","prohibited_default","expected_source_document","extraction_hints","used_by_calculation_ids","used_by_drawing_ids","blocking_if_missing","review_role","source_ids"
"PVF-011","water_level","normal_water_level_m","Nivel normal del agua (cota absoluta) para el diseno del arreglo flotante","float","m_a.s.l.","","-100","5000","0.01","PROHIBITED_TO_ASSUME","FEASIBILITY","","true","Reservoir operation plan / bathymetric datum","Stage-duration curve 50% exceedance","PVF-CAL-004;PVF-CAL-013;PVF-CAL-018","PVF-DRW-001;PVF-DRW-002","true","HYDROLOGIST","ICOLD_Bull_60;ICOLD_Bull_120"
"PVF-012","water_level","maximum_water_level_m","Nivel maximo del agua para el diseno (cota absoluta)","float","m_a.s.l.","","-100","5000","0.01","PROHIBITED_TO_ASSUME","FEASIBILITY","","true","Reservoir flood routing report","Design flood stage (1% AEP)","PVF-CAL-004;PVF-CAL-013;PVF-CAL-017","PVF-DRW-001;PVF-DRW-004","true","HYDROLOGIST","ICOLD_Bull_60;ICOLD_Bull_120"
"PVF-013","water_level","minimum_water_level_m","Nivel minimo del agua para el diseno (cota absoluta)","float","m_a.s.l.","","-100","5000","0.01","PROHIBITED_TO_ASSUME","FEASIBILITY","","true","Reservoir operation plan","Lowest operating stage","PVF-CAL-004;PVF-CAL-013","PVF-DRW-001;PVF-DRW-004","true","HYDROLOGIST","ICOLD_Bull_60;ICOLD_Bull_120"
"PVF-014","wave","significant_wave_height_m","Altura significante de ola Hs (return period 50 years)","float","m","","0.05","3.0","0.01","PROHIBITED_TO_ASSUME","FEASIBILITY","","true","Met-ocean study DNV-RP-C205","Spectral wave analysis Hs","PVF-CAL-006;PVF-CAL-017","PVF-DRW-001;PVF-DRW-004","true","NAVAL_ARCHITECT","DNV_RP_C205;DNV_OS_E301"
"PVF-015","wave","wave_period_s","Periodo pico espectral de ola Tp","float","s","","1.0","15.0","0.1","DESIGN_MANDATORY","FEASIBILITY","","false","Met-ocean study DNV-RP-C205","Spectral analysis peak period","PVF-CAL-006","PVF-DRW-004;PVF-DRW-013","true","NAVAL_ARCHITECT","DNV_RP_C205;DNV_OS_E301"
"PVF-016","wave","wind_fetch_km","Fetch del viento dominante sobre el cuerpo de agua","float","km","","0.1","100","0.01","PROHIBITED_TO_ASSUME","FEASIBILITY","","true","Met-ocean study DNV-RP-C205","GIS distance to opposite shoreline","PVF-CAL-005;PVF-CAL-006","PVF-DRW-001;PVF-DRW-004","true","NAVAL_ARCHITECT","DNV_RP_C205;ICOLD_Bull_60"
"PVF-017","wind","design_wind_speed_ms","Velocidad de diseno del viento a 10 m sobre la superficie (3-s gust, 50 yr RP)","float","m/s","","5","75","0.1","PROHIBITED_TO_ASSUME","FEASIBILITY","","true","Met-ocean study DNV-RP-C205 / NASA POWER","Extreme wind analysis","PVF-CAL-005;PVF-CAL-017","PVF-DRW-001;PVF-DRW-004","true","STRUCTURAL_ENGINEER","DNV_RP_C205;IEC_61400_1;NASA_POWER"
"PVF-018","wind","wind_direction_dominant_deg","Direccion dominante del viento en grados desde el norte","float","deg","","0","360","1","DESIGN_MANDATORY","FEASIBILITY","","false","Met-ocean study","Wind rose analysis","PVF-CAL-005","PVF-DRW-001;PVF-DRW-004","false","NAVAL_ARCHITECT","DNV_RP_C205;NASA_POWER"
"PVF-019","currents","surface_current_speed_ms","Velocidad maxima de corriente superficial del cuerpo de agua","float","m/s","","0","3","0.01","PROHIBITED_TO_ASSUME","FEASIBILITY","","true","Met-ocean / hydrodynamic study","ADCP measurement; hydrodynamic model","PVF-CAL-007","PVF-DRW-001;PVF-DRW-004","true","NAVAL_ARCHITECT","DNV_RP_C205;DNV_OS_E301"
"PVF-020","currents","current_direction_deg","Direccion dominante de corriente en grados desde el norte","float","deg","","0","360","1","DESIGN_MANDATORY","FEASIBILITY","","false","Met-ocean study","Current rose","PVF-CAL-007","PVF-DRW-001;PVF-DRW-004","false","NAVAL_ARCHITECT","DNV_RP_C205"
"PVF-021","water_chemistry","water_salinity_ppt","Salinidad del agua del cuerpo de agua (parts per thousand)","float","ppt","","0","45","0.01","PROHIBITED_TO_ASSUME","FEASIBILITY","","true","Water quality baseline study","Conductivity probe CTD; lab analysis","PVF-CAL-015;PVF-CAL-020","PVF-DRW-001","true","ENVIRONMENTAL_ENGINEER","ISO_6107_1;DNV_OS_C101"
"PVF-022","water_chemistry","water_ph","pH del agua del cuerpo de agua","float","pH","","3","11","0.1","DESIGN_MANDATORY","FEASIBILITY","","false","Water quality baseline study","pH meter ISO 6107-1","PVF-CAL-015;PVF-CAL-020","PVF-DRW-001","true","ENVIRONMENTAL_ENGINEER","ISO_6107_1"
"PVF-023","water_chemistry","chloride_concentration_mg_l","Concentracion de cloruros en el agua del cuerpo de agua","float","mg/L","","0","30000","0.1","DESIGN_MANDATORY","FEASIBILITY","","false","Water quality baseline study","Lab analysis ASTM D512 equivalent","PVF-CAL-015;PVF-CAL-021","PVF-DRW-001","true","ENVIRONMENTAL_ENGINEER","ISO_6107_1;IEC_TS_62804_1"
"PVF-024","water_chemistry","sulfate_concentration_mg_l","Concentracion de sulfatos en el agua del cuerpo de agua","float","mg/L","","0","5000","0.1","DESIGN_MANDATORY","FEASIBILITY","","false","Water quality baseline study","Lab analysis ISO 6107-1","PVF-CAL-015","PVF-DRW-001","false","ENVIRONMENTAL_ENGINEER","ISO_6107_1"
"PVF-025","water_chemistry","dissolved_oxygen_mg_l","Concentracion de oxigeno disuelto en el agua del cuerpo de agua","float","mg/L","","0","15","0.1","DESIGN_MANDATORY","FEASIBILITY","","false","Water quality baseline study","DO meter ISO 6107-1","PVF-CAL-020","PVF-DRW-001","true","ENVIRONMENTAL_ENGINEER","ISO_6107_1"
"PVF-026","ice","ice_thickness_max_mm","Espesor maximo de hielo sobre el cuerpo de agua (return period 50 yr)","float","mm","","0","1500","1","PROHIBITED_TO_ASSUME","FEASIBILITY","if water_body_type in [coastal_lagoon,reservoir,lake] and climate_zone is cold","true","Climatological study NASA POWER","Local ice records; CTD freeze","PVF-CAL-008;PVF-CAL-027","PVF-DRW-001;PVF-DRW-004","true","STRUCTURAL_ENGINEER","DNV_OS_E301;DNV_RP_C205;NASA_POWER"
"PVF-027","ice","ice_period_days_year","Numero de dias por ano con cobertura de hielo en el cuerpo de agua","int","days/year","","0","365","1","DESIGN_MANDATORY","FEASIBILITY","if ice_thickness_max_mm > 0","false","Climatological study NASA POWER","Local ice records","PVF-CAL-008","PVF-DRW-004;PVF-DRW-013","false","STRUCTURAL_ENGINEER","DNV_OS_E301;NASA_POWER"
"PVF-028","navigation","navigation_channel_present","Indica si existe canal de navegacion transitable sobre el cuerpo de agua","bool","-","true|false","","","","PROHIBITED_TO_ASSUME","FEASIBILITY","","true","Maritime authority declaration","Navigation chart review","PVF-CAL-022","PVF-DRW-001;PVF-DRW-002","true","PROJECT_MANAGER","DNV_OS_E301;MINAM_DS_019_2009"
"PVF-029","navigation","navigation_exclusion_zone_m","Ancho de zona de exclusion perimetral para navegacion y seguridad (m desde el borde del arreglo)","float","m","","5","500","0.5","DESIGN_MANDATORY","FEASIBILITY","if navigation_channel_present == true","false","Maritime authority declaration","Exclusion buffer polygon","PVF-CAL-022","PVF-DRW-001;PVF-DRW-002","true","PROJECT_MANAGER","DNV_OS_E301"
"PVF-030","onshore_anchorage","onshore_anchor_zone_available_m2","Area disponible en la orilla para anclaje terrestre del sistema de fondeo","float","m2","","10","10000","1","PROHIBITED_TO_ASSUME","FEASIBILITY","","true","Topographic / cadastral survey","GIS polygon available shore zone","PVF-CAL-002;PVF-CAL-016","PVF-DRW-005;PVF-DRW-013","true","CIVIL_ENGINEER","ISO_14685;IEEE_80_2013"
"PVF-031","onshore_anchorage","onshore_anchor_geotechnical_capacity_kN","Capacidad geotecnica admisible del suelo en la zona de anclaje terrestre","float","kN","","5","5000","0.5","PROHIBITED_TO_ASSUME","FEASIBILITY","","true","Geotechnical soil report ISO 14685","Plate load test; SPT","PVF-CAL-016;PVF-CAL-025","PVF-DRW-005;PVF-DRW-014","true","GEOTECHNICAL_ENGINEER","ISO_14685;IEEE_80_2013;IEC_60364_5_54"
"PVF-032","mooring_system","mooring_system_type","Tipo de sistema de fondeo del arreglo flotante","enum","-","taut|semi_taut|catenary|single_point|spread|single_leg|multi_leg","","","","PROHIBITED_TO_ASSUME","BASIC_ENGINEERING","","true","Mooring design report DNV-OS-E301","Engineering decision matrix","PVF-CAL-002;PVF-CAL-017","PVF-DRW-004;PVF-DRW-013","true","NAVAL_ARCHITECT","DNV_OS_E301;DNV_OS_C101"
"PVF-033","mooring_system","mooring_line_pretension_kN","Pretension de diseno aplicada a las lineas de fondeo","float","kN","","0","200","0.5","DESIGN_MANDATORY","BASIC_ENGINEERING","","false","Mooring design report","Pretensioning plan DNV-OS-E301","PVF-CAL-002;PVF-CAL-017","PVF-DRW-004;PVF-DRW-013","true","NAVAL_ARCHITECT","DNV_OS_E301"
"PVF-034","mooring_system","mooring_line_material","Material de la linea de fondeo del arreglo flotante","enum","-","chain|wire_rope|synthetic_polyester|synthetic_nylon|synthetic_dyneema|hybrid","","","","DESIGN_MANDATORY","BASIC_ENGINEERING","","false","Material data sheet; DNV-OS-E301","Manufacturer certificate","PVF-CAL-002;PVF-CAL-017","PVF-DRW-004;PVF-DRW-013","true","NAVAL_ARCHITECT","DNV_OS_E301;DNV_RP_C205"
"PVF-035","float","float_material","Material del flotador de soporte del modulo FV","enum","-","HDPE|MDPE|PP|recycled_HDPE|steel_polymer_composite|stainless_steel","","","","PROHIBITED_TO_ASSUME","BASIC_ENGINEERING","","true","Material data sheet ASTM D638","Manufacturer certificate of conformity","PVF-CAL-001;PVF-CAL-004;PVF-CAL-028","PVF-DRW-002;PVF-DRW-013","true","MATERIALS_ENGINEER","ASTM_D638;IEC_TS_62804_1;IEC_61215_1"
"PVF-036","float","float_buoyancy_kN","Empuje nominal del flotador individual a nivel de diseno","float","kN","","0.1","20","0.01","DESIGN_MANDATORY","BASIC_ENGINEERING","","false","Manufacturer data sheet","Buoyancy certificate DNV-OS-C101","PVF-CAL-001;PVF-CAL-004","PVF-DRW-002;PVF-DRW-013","true","NAVAL_ARCHITECT","DNV_OS_C101;ASTM_D638"
"PVF-037","float","float_service_life_years","Vida util declarada del flotador bajo condiciones del sitio","float","years","","5","30","0.5","DESIGN_MANDATORY","BASIC_ENGINEERING","","false","Manufacturer warranty; ASTM D638 accelerated test","UV + salt spray test report","PVF-CAL-028","PVF-DRW-002;PVF-DRW-013","true","MATERIALS_ENGINEER","ASTM_D638;IEC_TS_63049"
"PVF-038","float","float_freeboard_design_mm","Borde libre de diseno del flotador cargado","float","mm","","50","500","1","DESIGN_MANDATORY","BASIC_ENGINEERING","","false","Float design report","Loaded freeboard from buoyancy calc","PVF-CAL-004","PVF-DRW-002;PVF-DRW-012","true","NAVAL_ARCHITECT","DNV_OS_C101;DNV_OS_E301"
"PVF-039","pv_module","pv_module_type","Tecnologia del modulo FV (preferencia bifacial en flotante)","enum","-","mono_PERC_bifacial|mono_TOPCon_bifacial|mono_PERC_monofacial|thin_film_CIGS|other","","","","PROHIBITED_TO_ASSUME","BASIC_ENGINEERING","","true","Module data sheet IEC 61215-1 / IEC 61730","Datasheet; IEC 62938 bifacial","PVF-CAL-009;PVF-CAL-011;PVF-CAL-012;PVF-CAL-023","PVF-DRW-002;PVF-DRW-003","true","ELECTRICAL_ENGINEER","IEC_61215_1;IEC_61730_1;IEC_61730_2;IEC_62938"
"PVF-040","pv_module","pv_module_power_stc_W","Potencia nominal del modulo a STC (1000 W/m2, 25C cell, AM1.5G)","float","W","","100","700","0.5","DESIGN_MANDATORY","BASIC_ENGINEERING","","false","Module data sheet IEC 60904-3","STC flash test IEC 60904-1","PVF-CAL-023","PVF-DRW-003","true","ELECTRICAL_ENGINEER","IEC_60904_1;IEC_60904_3;IEC_61215_1"
"PVF-041","string","string_module_count","Numero de modulos en serie por string","int","modules","","8","40","1","DESIGN_MANDATORY","BASIC_ENGINEERING","","false","String sizing report IEC 62548","Voltage-temperature calculation","PVF-CAL-023","PVF-DRW-003;PVF-DRW-010","true","ELECTRICAL_ENGINEER","IEC_62548"
"PVF-042","string","string_voltage_max_V","Tension maxima del string a la minima temperatura ambiente del sitio","float","V_DC","","100","1500","0.1","DESIGN_MANDATORY","BASIC_ENGINEERING","","false","String sizing report IEC 62548","Voc * module count * temp coefficient","PVF-CAL-023","PVF-DRW-003;PVF-DRW-010","true","ELECTRICAL_ENGINEER","IEC_62548;IEC_62894"
"PVF-043","mppt","mppt_channels_count","Numero de MPPT del inverter seleccionado","int","channels","","1","20","1","DESIGN_MANDATORY","BASIC_ENGINEERING","","false","Inverter data sheet IEC 62894","Datasheet IEC 62817","PVF-CAL-024","PVF-DRW-010;PVF-DRW-016","true","ELECTRICAL_ENGINEER","IEC_62894;IEC_62817;UL_1741"
"PVF-044","inverter","inverter_topology","Topologia del inverter FV (central / string flotante / onshore)","enum","-","central_floating|central_onshore|string_floating|string_onshore|microinverter_floating","","","","PROHIBITED_TO_ASSUME","BASIC_ENGINEERING","","true","Inverter design report IEC 62894","Topology decision matrix","PVF-CAL-024","PVF-DRW-006;PVF-DRW-010","true","ELECTRICAL_ENGINEER","IEC_62894;IEC_62109_1;IEC_62109_2;IEEE_1547_2018"
"PVF-045","inverter","inverter_location","Ubicacion fisica del inverter (plataforma flotante o en tierra)","enum","-","floating_platform|onshore_pad|onshore_building","","","","DESIGN_MANDATORY","BASIC_ENGINEERING","","false","Inverter layout decision report","Geotechnical + maintenance access","PVF-CAL-024","PVF-DRW-006;PVF-DRW-010","true","ELECTRICAL_ENGINEER","IEC_62109_2;IEEE_1547_2018"
"PVF-046","cabling","dc_cable_route_type","Tipo de ruta del cableado DC del arreglo al inverter","enum","-","subsea_buried|subsea_surface|floating_tray|hybrid","","","","DESIGN_MANDATORY","BASIC_ENGINEERING","","false","Cable routing study IEC 60287","Route alignment report","PVF-CAL-013;PVF-CAL-014","PVF-DRW-008;PVF-DRW-009","true","ELECTRICAL_ENGINEER","IEC_60287_1_1;IEEE_835"
"PVF-047","cabling","ac_cable_route_type","Tipo de ruta del cableado AC del inverter al transformador","enum","-","subsea_buried|subsea_surface|floating_tray|onshore_buried|onshore_aerial","","","","DESIGN_MANDATORY","BASIC_ENGINEERING","","false","Cable routing study IEC 60287","Route alignment report","PVF-CAL-013;PVF-CAL-014","PVF-DRW-008;PVF-DRW-009","true","ELECTRICAL_ENGINEER","IEC_60287_1_1;IEEE_835"
"PVF-048","transformer","transformer_location","Ubicacion fisica del transformador de potencia (plataforma flotante o en tierra)","enum","-","floating_platform|onshore_pad|onshore_substation","","","","PROHIBITED_TO_ASSUME","BASIC_ENGINEERING","","true","Substation design report","Siting decision matrix","PVF-CAL-024","PVF-DRW-007;PVF-DRW-010","true","ELECTRICAL_ENGINEER","IEEE_1547_2018;IEEE_C2_2023"
"PVF-049","mooring_line","mooring_line_diameter_mm","Diametro de la linea de fondeo del arreglo flotante","float","mm","","5","200","0.1","DESIGN_MANDATORY","DETAILED_ENGINEERING","","false","Mooring design report DNV-OS-E301","Manufacturer catalog","PVF-CAL-002;PVF-CAL-017","PVF-DRW-004;PVF-DRW-013","true","NAVAL_ARCHITECT","DNV_OS_E301"
"PVF-050","mooring_line","mooring_line_breaking_load_kN","Carga de rotura minima (MBL) de la linea de fondeo","float","kN","","10","5000","0.5","DESIGN_MANDATORY","DETAILED_ENGINEERING","","false","Manufacturer certificate DNV-OS-E301","MBL certificate","PVF-CAL-002","PVF-DRW-004;PVF-DRW-013","true","NAVAL_ARCHITECT","DNV_OS_E301"
"PVF-051","mooring_line","mooring_line_safety_factor","Factor de seguridad de la linea de fondeo (MBL / tension de diseno)","float","-","","1.5","5","0.05","DESIGN_MANDATORY","DETAILED_ENGINEERING","","false","Mooring design report DNV-OS-E301","Calculated from tension / MBL","PVF-CAL-002;PVF-CAL-017","PVF-DRW-004;PVF-DRW-013","true","NAVAL_ARCHITECT","DNV_OS_E301;DNV_OS_C101"
"PVF-052","anchor","anchor_type","Tipo de ancla para el fondeo del arreglo flotante","enum","-","deadweight_concrete|drag_embedment|screw_helical|driven_pile|drilled_pile|vacuum_suction|onshore_deadman","","","","PROHIBITED_TO_ASSUME","DETAILED_ENGINEERING","","true","Anchor design report DNV-OS-E301","Anchor selection matrix","PVF-CAL-003;PVF-CAL-016","PVF-DRW-005;PVF-DRW-014","true","GEOTECHNICAL_ENGINEER","DNV_OS_E301;DNV_OS_C101"
"PVF-053","anchor","anchor_holding_capacity_kN","Capacidad de retencion admisible del ancla en el sitio","float","kN","","5","5000","0.5","DESIGN_MANDATORY","DETAILED_ENGINEERING","","false","Anchor design report DNV-OS-E301","Pull test; geotechnical calculation","PVF-CAL-003;PVF-CAL-016","PVF-DRW-005;PVF-DRW-014","true","GEOTECHNICAL_ENGINEER","DNV_OS_E301;ISO_14685"
"PVF-054","walkway","walkway_width_mm","Ancho de diseno de las pasarelas de servicio","float","mm","","600","2000","10","DESIGN_MANDATORY","DETAILED_ENGINEERING","","false","Walkway design report ISO 5455","ISO 5455 walkway dimensions","PVF-CAL-018","PVF-DRW-011;PVF-DRW-012","true","STRUCTURAL_ENGINEER","ISO_5455;ISO_5457"
"PVF-055","safety","life_jacket_stations_count","Numero de estaciones de salvavidas distribuidas en el arreglo flotante","int","stations","","1","50","1","DESIGN_MANDATORY","DETAILED_ENGINEERING","","false","HSE plan; site safety report","HSE compliance plan","PVF-CAL-029","PVF-DRW-011","true","SAFETY_OFFICER","MINAM_DS_019_2009;NFPA_70_2023"
"PVF-056","safety","navigation_lights_count","Numero de luces de navegacion perimetrales del arreglo flotante","int","lights","","4","100","1","DESIGN_MANDATORY","DETAILED_ENGINEERING","","false","Maritime authority declaration DNV-OS-E301","Compliance with COLREG / IALA","PVF-CAL-029","PVF-DRW-002;PVF-DRW-011","true","SAFETY_OFFICER","DNV_OS_E301;NFPA_780_2023"
"PVF-057","safety","emergency_egress_routes_count","Numero de rutas de evacuacion de emergencia del arreglo flotante","int","routes","","2","20","1","DESIGN_MANDATORY","DETAILED_ENGINEERING","","false","HSE plan","Emergency egress drawing","PVF-CAL-029","PVF-DRW-011","true","SAFETY_OFFICER","MINAM_DS_019_2009;NFPA_70_2023"
"PVF-058","environmental","fish_impact_assessment_status","Estado del estudio de impacto sobre ictiofauna y pesca local","enum","-","not_required|scoping_approved|EIA_approved|monitoring_active|mitigation_required","","","","PROHIBITED_TO_ASSUME","FEASIBILITY","","true","Environmental impact study MINAM DS 019","EIA approval certificate","PVF-CAL-019","PVF-DRW-001;PVF-DRW-002","true","ENVIRONMENTAL_ENGINEER","MINAM_DS_019_2009;MIMP_Ambiental_GLA"
"PVF-059","environmental","algal_growth_risk_level","Nivel de riesgo de crecimiento de algas sobre el modulo FV flotante","enum","-","low|medium|high","","","","PROHIBITED_TO_ASSUME","FEASIBILITY","","true","Water quality baseline study","Chlorophyll-a sampling","PVF-CAL-021","PVF-DRW-002","true","ENVIRONMENTAL_ENGINEER","ISO_6107_1;MINAM_DS_019_2009"
"PVF-060","environmental","evaporation_reduction_target_pct","Objetivo de reduccion de evaporacion del embalse por cobertura flotante","float","%","","0","95","0.5","DESIGN_MANDATORY","FEASIBILITY","if reservoir_purpose in [irrigation,drinking_water,hydropower]","false","Reservoir operation plan","Coverage ratio * pan evap factor","PVF-CAL-010;PVF-CAL-026","PVF-DRW-002","false","HYDROLOGIST","ICOLD_Bull_120;MINAM_DS_019_2009"
"PVF-061","performance","albedo_surface_value","Albedo efectivo de la superficie de agua del sitio (0..1)","float","-","","0.05","0.85","0.01","DESIGN_MANDATORY","BASIC_ENGINEERING","if pv_module_type contains bifacial","false","Albedo study ASTM C1549 / NREL","Pyranometer reflected / global","PVF-CAL-009","PVF-DRW-002","true","ELECTRICAL_ENGINEER","ASTM_C1549;NREL_PVWatts"
"PVF-062","performance","pv_cell_temperature_water_C","Temperatura operativa estimada de la celula FV sobre agua","float","C","","0","85","0.1","DESIGN_MANDATORY","BASIC_ENGINEERING","","false","Thermal model NREL SAM","PV cooling model NREL SAM 2024","PVF-CAL-011;PVF-CAL-012","PVF-DRW-002;PVF-DRW-003","true","ELECTRICAL_ENGINEER","NREL_SAM_2024;IEC_61724_1;ASTM_E2848"
"PVF-063","performance","water_cooling_effect_pct","Ganancia porcentual esperada por enfriamiento pasivo del agua","float","%","","0","15","0.1","DESIGN_MANDATORY","BASIC_ENGINEERING","","false","Performance study NREL SAM","NREL SAM yield delta","PVF-CAL-011","PVF-DRW-002","false","ELECTRICAL_ENGINEER","NREL_SAM_2024;IEC_61724_1"
"PVF-064","layout","array_layout_pitch_m","Paso entre filas de modulos del arreglo flotante","float","m","","1.5","15","0.1","DESIGN_MANDATORY","BASIC_ENGINEERING","","false","Layout design IEC 62548 / NREL PVWatts","Pitch from shading study","PVF-CAL-022","PVF-DRW-002;PVF-DRW-003","true","ELECTRICAL_ENGINEER","IEC_62548;NREL_PVWatts"
"PVF-065","layout","module_tilt_angle_deg","Angulo de inclinacion del modulo FV sobre flotador","float","deg","","0","35","0.5","DESIGN_MANDATORY","BASIC_ENGINEERING","","false","Layout design IEC 62548 / NREL PVWatts","Optimal tilt for site latitude","PVF-CAL-009;PVF-CAL-022","PVF-DRW-002;PVF-DRW-003","true","ELECTRICAL_ENGINEER","IEC_62548;NREL_PVWatts"
"PVF-066","layout","array_spacing_m","Espaciamiento entre arrays flotantes adyacentes","float","m","","0.5","20","0.1","DESIGN_MANDATORY","BASIC_ENGINEERING","","false","Layout design IEC 62548","Maintenance + shading buffer","PVF-CAL-022","PVF-DRW-002","false","ELECTRICAL_ENGINEER","IEC_62548"
"PVF-067","electrical_protection","dc_system_voltage_max_V","Tension DC maxima del sistema (600/1000/1500V)","enum","V_DC","600|1000|1500","","","","DESIGN_MANDATORY","BASIC_ENGINEERING","","false","String sizing report IEC 62548","Selected per inverter + IEC 62548","PVF-CAL-025","PVF-DRW-010;PVF-DRW-015","true","ELECTRICAL_ENGINEER","IEC_62548;IEC_62894;UL_1741"
"PVF-068","electrical_protection","grounding_resistance_ohm","Resistencia de puesta a tierra del sistema FV flotante","float","ohm","","0.1","25","0.1","DESIGN_MANDATORY","DETAILED_ENGINEERING","","false","Grounding study IEEE 80","Soil resistivity Wenner method","PVF-CAL-025","PVF-DRW-015","true","ELECTRICAL_ENGINEER","IEEE_80_2013;IEEE_142;IEC_60364_5_54"
"PVF-069","electrical_protection","cathodic_protection_current_A","Corriente de proteccion catodica requerida para anclas de acero sumergidas","float","A","","0","100","0.01","DESIGN_MANDATORY","DETAILED_ENGINEERING","if anchor_type contains pile","false","Cathodic protection design DNV-RP-C205","CP design report","PVF-CAL-015","PVF-DRW-014;PVF-DRW-015","true","CORROSION_ENGINEER","DNV_RP_C205;DNV_OS_E301"
"PVF-070","electrical_protection","corrosion_protection_method","Metodo de proteccion contra corrosion de elementos metalicos sumergidos","enum","-","none|epoxy_coating|galvanized_steel| impressed_current_CP|sacrificial_anode|duplex_stainless","","","","DESIGN_MANDATORY","DETAILED_ENGINEERING","if anchor_type contains pile or mooring_line_material == chain","false","Corrosion protection design DNV-RP-C205","CP design decision matrix","PVF-CAL-015;PVF-CAL-028","PVF-DRW-014;PVF-DRW-015","true","CORROSION_ENGINEER","DNV_RP_C205;DNV_OS_E301;DNV_OS_C101"
