field_id,category,name_es,description,data_type,unit,allowed_values,min_value,max_value,precision,requirement_class,required_from_stage,conditional_expression,prohibited_default,expected_source_document,extraction_hints,used_by_calculation_ids,used_by_drawing_ids,blocking_if_missing,review_role,source_ids
PVG-011,resource,ghi_annual_kwh_m2,Irradiancia Global Horizontal promedio anual acumulada,float,kWh/m2,"[800,2600]",800,2600,1,PROJECT_MANDATORY,FEASIBILITY,true,true,Reporte TMY NSRDB o NASA POWER,Suma anual de GHI horaria,PVG-C-001;PVG-C-002;PVG-C-023,PVG-DRW-001;PVG-DRW-015,true,LEAD_ENGINEER_ELECTRICAL,NSRDB_NREL;NASA_POWER;ASTM_C1549
PVG-012,resource,dni_annual_kwh_m2,Irradiancia Directa Normal promedio anual acumulada,float,kWh/m2,"[400,3000]",400,3000,1,PROJECT_MANDATORY,FEASIBILITY,true,true,Reporte TMY NSRDB o NASA POWER,Suma anual de DNI horaria,PVG-C-001;PVG-C-002;PVG-C-023,PVG-DRW-001;PVG-DRW-015,true,LEAD_ENGINEER_ELECTRICAL,NSRDB_NREL;NASA_POWER;ASTM_E891
PVG-013,resource,dhi_annual_kwh_m2,Irradiancia Difusa Horizontal promedio anual acumulada,float,kWh/m2,"[200,1200]",200,1200,1,PROJECT_MANDATORY,FEASIBILITY,true,true,Reporte TMY NSRDB o NASA POWER,Suma anual de DHI horaria,PVG-C-001;PVG-C-002;PVG-C-023,PVG-DRW-001;PVG-DRW-015,true,LEAD_ENGINEER_ELECTRICAL,NSRDB_NREL;NASA_POWER
PVG-014,resource,ambient_temp_annual_avg_c,Temperatura ambiente media anual diurna,float,°C,"[-40,55]",-40,55,0.1,PROJECT_MANDATORY,FEASIBILITY,true,true,TMY NSRDB o NASA POWER,Promedio anual T2m,PVG-C-004;PVG-C-019,PVG-DRW-001;PVG-DRW-015,true,LEAD_ENGINEER_ELECTRICAL,NSRDB_NREL;NASA_POWER
PVG-015,resource,ambient_temp_min_c,Temperatura ambiente mínima extrema en registro 10 años,float,°C,"[-60,30]",-60,30,0.1,PROJECT_MANDATORY,BASIC_ENGINEERING,true,true,TMY o serie histórica NOAA/NASA,Usar para V_oc máxima en frío,PVG-C-007,PVG-DRW-015,true,LEAD_ENGINEER_ELECTRICAL,NSRDB_NREL;NASA_POWER;IEC_62548
PVG-016,resource,ambient_temp_max_c,Temperatura ambiente máxima extrema en registro 10 años,float,°C,"[10,60]",10,60,0.1,PROJECT_MANDATORY,BASIC_ENGINEERING,true,true,TMY o serie histórica NOAA/NASA,Usar para V_mpp mínima en calor,PVG-C-006;PVG-C-019,PVG-DRW-015,true,LEAD_ENGINEER_ELECTRICAL,NSRDB_NREL;NASA_POWER;IEC_62548
PVG-017,resource,wind_speed_annual_avg_ms,Velocidad de viento media anual a 10 m,float,m/s,"[0,15]",0,15,0.01,PROJECT_MANDATORY,FEASIBILITY,true,true,TMY NSRDB o NASA POWER,Promedio anual de V10m,PVG-C-004;PVG-C-019,PVG-DRW-015,true,LEAD_ENGINEER_ELECTRICAL,NSRDB_NREL;NASA_POWER;IEC_62938
PVG-018,resource,albedo,Albedo del terreno superficial promedio anual,float,-,"[0,1]",0,1,0.01,CONDITIONAL,BASIC_ENGINEERING,module_bifaciality_factor>0,true,TMY NSRDB MERRA-2 o medidas de campo,Solo relevante para módulos bifaciales,PVG-C-001;PVG-C-023,PVG-DRW-015,false,LEAD_ENGINEER_ELECTRICAL,NSRDB_NREL;NREL_SAM_2024
PVG-019,resource,soiling_loss_pct,Pérdida por ensuciamiento promedio anual,float,%,"[0,30]",0,30,0.1,PROJECT_MANDATORY,BASIC_ENGINEERING,true,true,Estudio de soiling regional o histórico,Incluye polvo;nieve;sombras de aves,PVG-C-018;PVG-C-023;PVG-C-025,PVG-DRW-015,true,LEAD_ENGINEER_ELECTRICAL,IEC_61724_1;IEC_TS_63049
PVG-020,resource,shading_horizon_profile,Perfil azimutal de obstáculos que proyectan sombra al array,array,-,"JSON array of {azimuth_deg, elevation_deg}",,,,CONDITIONAL,BASIC_ENGINEERING,obstacles_near_site==true,true,Levantamiento solarimétrico con horizonte digital,Aplicar a sombreado transversal y axial,PVG-C-017,PVG-DRW-004;PVG-DRW-014,false,LEAD_ENGINEER_ELECTRICAL,IEC_62548;NREL_SAM_2024
PVG-021,resource,snow_load_kn_m2,Carga de nieve extrema del sitio,float,kN/m2,"[0,5]",0,5,0.01,CONDITIONAL,BASIC_ENGINEERING,climate_zone contains SNOW,true,Código de construcción local o IEC 62938,Carga deslizante sobre módulos,PVG-C-030,PVG-DRW-010;PVG-DRW-014,false,LEAD_ENGINEER_CIVIL,IEC_62938;ASME_BPVC_VIII_1_2023
PVG-022,resource,wind_exposure_category,Categoría de exposición al viento según ASCE 7 / IEC 62938,enum,-,B|C|D,,,,PROJECT_MANDATORY,BASIC_ENGINEERING,true,true,Estudio meteorológico o carta de rugosidad,B urbano;C rural abierto;D costero,PVG-C-030,PVG-DRW-010;PVG-DRW-014,true,LEAD_ENGINEER_CIVIL,IEC_62938;ASME_BPVC_VIII_1_2023
PVG-023,grid,grid_poc_voltage_kv,Tensión nominal en el punto de conexión AC,float,kV,"[0.22,500]",0.22,500,0.01,PROJECT_MANDATORY,FEASIBILITY,true,true,Contrato de conexión COES o concesionaria,Operador de red;POC,PVG-C-013;PVG-C-027,PVG-DRW-008;PVG-DRW-007,true,LEAD_ENGINEER_ELECTRICAL,IEEE_1547_2018;COES_Proyectos_Conexion
PVG-024,grid,grid_poc_frequency_hz,Frecuencia nominal del sistema eléctrico,float,Hz,"[50,60]",50,60,0.01,PROJECT_MANDATORY,FEASIBILITY,true,true,Contrato de conexión o código de red,50 Hz o 60 Hz,PVG-C-025,PVG-DRW-008;PVG-DRW-015,true,LEAD_ENGINEER_ELECTRICAL,IEEE_1547_2018;COES_NCO_2019
PVG-025,grid,grid_short_circuit_capacity_mva,Potencia de cortocircuito trifásica en el POC,float,MVA,"[1,10000]",1,10000,1,PROJECT_MANDATORY,BASIC_ENGINEERING,true,true,Estudio de flujo de carga del operador o reporte de corto,Usar para SCR y armónicos,PVG-C-027,PVG-DRW-008,true,LEAD_ENGINEER_ELECTRICAL,IEEE_1547_2018;IEEE_519_2022;COES_NCO_2019
PVG-026,grid,grid_scr_ratio,Short Circuit Ratio del parque en el POC,float,-,"[1,100]",1,100,0.1,PROJECT_MANDATORY,BASIC_ENGINEERING,true,true,Calculado como SCC/Grid_capacity,Si SCR<3 requiere estudio de estabilidad,PVG-C-027,PVG-DRW-008,true,LEAD_ENGINEER_ELECTRICAL,IEEE_1547_2018;IEEE_519_2022
PVG-027,grid,grid_x_r_ratio,Relación X/R de la red en el POC,float,-,"[1,30]",1,30,0.1,CONDITIONAL,DETAILED_ENGINEERING,grid_scr_ratio<10,true,Estudio de flujo de carga,Afecta coordinación de protecciones,PVG-C-023,PVG-DRW-008,false,LEAD_ENGINEER_ELECTRICAL,IEEE_1547_2018;IEEE_C2_2023
PVG-028,grid,grid_harmonic_thd_limit_pct,Límite de distorsión armónica total de corriente permitido,float,%,"[1,8]",1,8,0.1,PROJECT_MANDATORY,BASIC_ENGINEERING,true,true,Código de red del operador,IEEE 519 TDD,PVG-C-023,PVG-DRW-008;PVG-DRW-015,true,LEAD_ENGINEER_ELECTRICAL,IEEE_519_2022;COES_NCO_2019
PVG-029,grid,anti_islanding_required,Requisito de protección anti-isla activa o pasiva,boolean,-,true|false,,,,PROJECT_MANDATORY,BASIC_ENGINEERING,true,true,Contrato de conexión,Requerido por IEEE 1547,PVG-C-023,PVG-DRW-008;PVG-DRW-015,true,LEAD_ENGINEER_ELECTRICAL,IEEE_1547_2018;IEC_62116
PVG-030,grid,reactive_power_range_pct,Banda de potencia reactiva exigida en el POC,array,-,"JSON [min_ind_pct, max_cap_pct]",-50,50,1,PROJECT_MANDATORY,BASIC_ENGINEERING,true,true,Contrato de conexión,"Ejemplo: [-0.33,0.33]",PVG-C-023,PVG-DRW-008;PVG-DRW-015,true,LEAD_ENGINEER_ELECTRICAL,IEEE_1547_2018;COES_NCO_2019
PVG-031,module,module_technology_class,Clase de tecnología del módulo fotovoltaico,enum,-,PV_MODULE_MONOCRYSTALLINE|PV_MODULE_POLYCRYSTALLINE|PV_MODULE_THIN_FILM_CIGS|PV_MODULE_THIN_FILM_CdTe|PV_MODULE_HETEROJUNCTION,,,,PROHIBITED_TO_ASSUME,BASIC_ENGINEERING,true,true,Datasheet del módulo del fabricante,Tipo de célula;silicio mono o TF,PVG-C-005;PVG-C-021,PVG-DRW-010;PVG-DRW-014,true,LEAD_ENGINEER_ELECTRICAL,IEC_61215_1;IEC_61730_1;IEC_61730_2;IEC_60904_3;IEC_61853_1;IEC_61853_2;IEC_61853_4
PVG-032,module,module_rated_power_wp_stc,Potencia pico nominal en STC (1000 W/m2; AM1.5G; 25°C),float,Wp,"[100,700]",100,700,0.01,PROHIBITED_TO_ASSUME,BASIC_ENGINEERING,true,true,Datasheet IEC 61215-1 / IEC 61730,Tolerancia de potencia +-3%,PVG-C-005;PVG-C-010;PVG-C-023,PVG-DRW-005;PVG-DRW-008,true,LEAD_ENGINEER_ELECTRICAL,IEC_61215_1;IEC_61730_1;IEC_61730_2;IEC_60904_3;IEC_61853_1;IEC_61853_2;IEC_61853_4
PVG-033,module,module_vmp_v,Tensión en el punto de máxima potencia en STC,float,V,"[15,90]",15,90,0.01,PROHIBITED_TO_ASSUME,BASIC_ENGINEERING,true,true,Datasheet IEC 60904-3,Vmp a STC,PVG-C-006,PVG-DRW-005;PVG-DRW-008,true,LEAD_ENGINEER_ELECTRICAL,IEC_61215_1;IEC_61730_1;IEC_61730_2;IEC_60904_3;IEC_61853_1;IEC_61853_2;IEC_61853_4
PVG-034,module,module_imp_a,Corriente en el punto de máxima potencia en STC,float,A,"[3,25]",3,25,0.001,PROHIBITED_TO_ASSUME,BASIC_ENGINEERING,true,true,Datasheet IEC 60904-3,Imp a STC,PVG-C-008,PVG-DRW-005;PVG-DRW-008,true,LEAD_ENGINEER_ELECTRICAL,IEC_61215_1;IEC_61730_1;IEC_61730_2;IEC_60904_3;IEC_61853_1;IEC_61853_2;IEC_61853_4
PVG-035,module,module_voc_v,Tensión de circuito abierto en STC,float,V,"[20,100]",20,100,0.01,PROHIBITED_TO_ASSUME,BASIC_ENGINEERING,true,true,Datasheet IEC 60904-3,Voc a STC,PVG-C-007,PVG-DRW-005;PVG-DRW-008,true,LEAD_ENGINEER_ELECTRICAL,IEC_61215_1;IEC_61730_1;IEC_61730_2;IEC_60904_3;IEC_61853_1;IEC_61853_2;IEC_61853_4
PVG-036,module,module_isc_a,Corriente de cortocircuito en STC,float,A,"[3,25]",3,25,0.001,PROHIBITED_TO_ASSUME,BASIC_ENGINEERING,true,true,Datasheet IEC 60904-3,Isc a STC,PVG-C-009,PVG-DRW-005;PVG-DRW-008,true,LEAD_ENGINEER_ELECTRICAL,IEC_61215_1;IEC_61730_1;IEC_61730_2;IEC_60904_3;IEC_61853_1;IEC_61853_2;IEC_61853_4
PVG-037,module,module_temp_coeff_voc_v_per_c,Coeficiente de temperatura de Voc,float,V/°C,"[-0.5,-0.01]",-0.5,-0.01,0.0001,PROHIBITED_TO_ASSUME,BASIC_ENGINEERING,true,true,Datasheet IEC 60904-7 / IEC 61853,Beta_vc;usualmente negativo,PVG-C-007,PVG-DRW-005;PVG-DRW-008,true,LEAD_ENGINEER_ELECTRICAL,IEC_61215_1;IEC_61730_1;IEC_61730_2;IEC_60904_3;IEC_61853_1;IEC_61853_2;IEC_61853_4;IEC_60904_7
PVG-038,module,module_temp_coeff_pmax_pct_per_c,Coeficiente de temperatura de Pmax,float,%/°C,"[-0.6,-0.1]",-0.6,-0.1,0.001,PROHIBITED_TO_ASSUME,BASIC_ENGINEERING,true,true,Datasheet IEC 61853-1,Gamma_pmp,PVG-C-005;PVG-C-019,PVG-DRW-014;PVG-DRW-015,true,LEAD_ENGINEER_ELECTRICAL,IEC_61215_1;IEC_61730_1;IEC_61730_2;IEC_60904_3;IEC_61853_1;IEC_61853_2;IEC_61853_4;IEC_61853_1
PVG-039,module,module_temp_coeff_isc_a_per_c,Coeficiente de temperatura de Isc,float,A/°C,"[0,0.05]",0,0.05,1e-05,PROHIBITED_TO_ASSUME,BASIC_ENGINEERING,true,true,Datasheet IEC 60904-7,Alpha_sc,PVG-C-009,PVG-DRW-005,true,LEAD_ENGINEER_ELECTRICAL,IEC_61215_1;IEC_61730_1;IEC_61730_2;IEC_60904_3;IEC_61853_1;IEC_61853_2;IEC_61853_4;IEC_60904_7
PVG-040,module,module_length_mm,Longitud del módulo,float,mm,"[1000,2500]",1000,2500,1,PROHIBITED_TO_ASSUME,BASIC_ENGINEERING,true,true,Datasheet IEC 61730-1,Dimensión externa,PVG-C-001;PVG-C-017,PVG-DRW-004;PVG-DRW-010,true,LEAD_ENGINEER_ELECTRICAL,IEC_61215_1;IEC_61730_1;IEC_61730_2;IEC_60904_3;IEC_61853_1;IEC_61853_2;IEC_61853_4;IEC_61730_1
PVG-041,module,module_width_mm,Ancho del módulo,float,mm,"[500,1500]",500,1500,1,PROHIBITED_TO_ASSUME,BASIC_ENGINEERING,true,true,Datasheet IEC 61730-1,Dimensión externa,PVG-C-001;PVG-C-017,PVG-DRW-004;PVG-DRW-010,true,LEAD_ENGINEER_ELECTRICAL,IEC_61215_1;IEC_61730_1;IEC_61730_2;IEC_60904_3;IEC_61853_1;IEC_61853_2;IEC_61853_4;IEC_61730_1
PVG-042,module,module_area_m2,Área activa del módulo,float,m2,"[0.5,3]",0.5,3,0.001,DERIVABLE,BASIC_ENGINEERING,true,false,Calculado como largo x ancho / 1e6,Auto-derived desde module_length * module_width / 1e6,PVG-C-023;PVG-C-010,PVG-DRW-004,false,LEAD_ENGINEER_ELECTRICAL,IEC_61215_1;IEC_61730_1;IEC_61730_2;IEC_60904_3;IEC_61853_1;IEC_61853_2;IEC_61853_4
PVG-043,module,module_weight_kg,Masa del módulo,float,kg,"[10,40]",10,40,0.01,PROHIBITED_TO_ASSUME,BASIC_ENGINEERING,true,true,Datasheet IEC 61730-1,Carga muerta en estructura,PVG-C-017,PVG-DRW-010;PVG-DRW-009,true,LEAD_ENGINEER_CIVIL,IEC_61215_1;IEC_61730_1;IEC_61730_2;IEC_60904_3;IEC_61853_1;IEC_61853_2;IEC_61853_4;IEC_61730_1
PVG-044,module,module_bifaciality_factor,Factor de bifacialidad del módulo,float,-,"[0,1]",0,1,0.001,CONDITIONAL,BASIC_ENGINEERING,"module_technology_class in [PV_MODULE_HETEROJUNCTION, PV_MODULE_MONOCRYSTALLINE]",true,Datasheet del fabricante,Solo si módulo bifacial,PVG-C-001;PVG-C-023,PVG-DRW-014;PVG-DRW-015,false,LEAD_ENGINEER_ELECTRICAL,IEC_61215_1;IEC_61730_1;IEC_61730_2;IEC_60904_3;IEC_61853_1;IEC_61853_2;IEC_61853_4;IEC_TS_63049
PVG-045,module,module_iam_coefficients,Coeficientes IAM (b0..b5) del modelo ASHRAE/Sandia,array,-,"JSON [b0,b1,b2,b3,b4,b5]",,,,PROHIBITED_TO_ASSUME,DETAILED_ENGINEERING,true,true,Datasheet o informe IAM IEC 61853-2,Pérdida por ángulo de incidencia,PVG-C-003;PVG-C-023,PVG-DRW-015,true,LEAD_ENGINEER_ELECTRICAL,IEC_61215_1;IEC_61730_1;IEC_61730_2;IEC_60904_3;IEC_61853_1;IEC_61853_2;IEC_61853_4;IEC_61853_2;IEC_61853_4
PVG-046,module,module_bypass_diodes_count,Número de diodos de bypass por módulo,int,-,"[1,6]",1,6,,PROHIBITED_TO_ASSUME,BASIC_ENGINEERING,true,true,Datasheet IEC TS 63209,Afecta pérdidas por sombra parcial,PVG-C-017;PVG-C-020,PVG-DRW-014,true,LEAD_ENGINEER_ELECTRICAL,IEC_61215_1;IEC_61730_1;IEC_61730_2;IEC_60904_3;IEC_61853_1;IEC_61853_2;IEC_61853_4;IEC_TS_63209
PVG-047,string,modules_per_string,Número de módulos en serie por string,int,-,"[8,40]",8,40,,DERIVABLE,BASIC_ENGINEERING,true,false,Cálculo de sizing IEC 62548,V_mp operación > V_mppt_min;V_oc en frío < V_dc_max,PVG-C-006;PVG-C-007,PVG-DRW-005;PVG-DRW-006,false,LEAD_ENGINEER_ELECTRICAL,IEC_62548;IEC_60364_7_712
PVG-048,string,strings_per_mppt,Número de strings en paralelo por canal MPPT,int,-,"[1,200]",1,200,,DERIVABLE,BASIC_ENGINEERING,true,false,Cálculo de sizing IEC 62548,I_sc_paralelo < I_dc_max_mppt,PVG-C-008;PVG-C-009,PVG-DRW-005;PVG-DRW-006,false,LEAD_ENGINEER_ELECTRICAL,IEC_62548
PVG-049,string,parallel_strings_per_inverter,Total de strings paralelos conectados al inversor,int,-,"[1,500]",1,500,,DERIVABLE,BASIC_ENGINEERING,true,false,Suma de strings en todos los MPPT,,PVG-C-010;PVG-C-011,PVG-DRW-005;PVG-DRW-008,false,LEAD_ENGINEER_ELECTRICAL,IEC_62548;IEC_60364_7_712
PVG-050,string,string_layout_orientation,Orientación del string en el arreglo,enum,-,LANDSCAPE|PORTRAIT,,,,PROHIBITED_TO_ASSUME,BASIC_ENGINEERING,true,true,Memoria de diseño,Afecta configuración mecánica,PVG-C-006;PVG-C-017,PVG-DRW-004;PVG-DRW-005;PVG-DRW-010,true,LEAD_ENGINEER_CIVIL,IEC_62548
PVG-051,string,string_box_protection_class_ip,Grado IP de la caja de conexiones DC,enum,-,IPXY con X>=5;Y>=4,,,,PROHIBITED_TO_ASSUME,DETAILED_ENGINEERING,true,true,Datasheet de string box,IEC 60529,PVG-C-023,PVG-DRW-006;PVG-DRW-013,true,LEAD_ENGINEER_ELECTRICAL,IEC_60529;IEC_62817
PVG-052,inverter,inverter_topology_class,Clase de topología del inversor,enum,-,STRING_CENTRAL|STRING_DISTRIBUTED|CENTRAL_DCDC|MICROINVERTER,,,,PROHIBITED_TO_ASSUME,BASIC_ENGINEERING,true,true,Memoria de diseño,Afecta arquitectura DC,PVG-C-010;PVG-C-011,PVG-DRW-005;PVG-DRW-008;PVG-DRW-015,true,LEAD_ENGINEER_ELECTRICAL,IEC_62109_1;IEC_62109_2;IEC_62116;UL_1741;IEEE_1547_2018;IEEE_1547_1
PVG-053,inverter,inverter_dc_input_vmax_v,Tensión DC máxima admisible del inversor,float,V,"[500,2000]",500,2000,1,PROHIBITED_TO_ASSUME,BASIC_ENGINEERING,true,true,Datasheet IEC 62109-1,V_dc_max absoluto,PVG-C-007,PVG-DRW-005;PVG-DRW-008,true,LEAD_ENGINEER_ELECTRICAL,IEC_62109_1;IEC_62109_2;IEC_62116;UL_1741;IEEE_1547_2018;IEEE_1547_1
PVG-054,inverter,inverter_dc_input_vmin_v,Tensión DC mínima de MPPT del inversor,float,V,"[200,1000]",200,1000,1,PROHIBITED_TO_ASSUME,BASIC_ENGINEERING,true,true,Datasheet IEC 62109-1,V_mppt_min,PVG-C-006;PVG-C-016,PVG-DRW-005;PVG-DRW-008,true,LEAD_ENGINEER_ELECTRICAL,IEC_62109_1;IEC_62109_2;IEC_62116;UL_1741;IEEE_1547_2018;IEEE_1547_1
PVG-055,inverter,inverter_dc_input_vmax_mppt_v,Tensión DC máxima de operación MPPT,float,V,"[500,1500]",500,1500,1,PROHIBITED_TO_ASSUME,BASIC_ENGINEERING,true,true,Datasheet IEC 62109-1,V_mppt_max,PVG-C-006;PVG-C-011,PVG-DRW-005;PVG-DRW-008,true,LEAD_ENGINEER_ELECTRICAL,IEC_62109_1;IEC_62109_2;IEC_62116;UL_1741;IEEE_1547_2018;IEEE_1547_1
PVG-056,inverter,inverter_mppt_channels,Número de canales MPPT del inversor,int,-,"[1,12]",1,12,,PROHIBITED_TO_ASSUME,BASIC_ENGINEERING,true,true,Datasheet,Afecta número de strings por canal,PVG-C-016;PVG-C-010,PVG-DRW-005;PVG-DRW-008,true,LEAD_ENGINEER_ELECTRICAL,IEC_62109_1;IEC_62109_2;IEC_62116;UL_1741;IEEE_1547_2018;IEEE_1547_1
PVG-057,inverter,inverter_dc_input_imax_per_mppt_a,Corriente DC máxima admisible por MPPT,float,A,"[10,200]",10,200,0.1,PROHIBITED_TO_ASSUME,BASIC_ENGINEERING,true,true,Datasheet IEC 62109-1,I_dc_max_mppt,PVG-C-008;PVG-C-014,PVG-DRW-005;PVG-DRW-006,true,LEAD_ENGINEER_ELECTRICAL,IEC_62109_1;IEC_62109_2;IEC_62116;UL_1741;IEEE_1547_2018;IEEE_1547_1
PVG-058,inverter,inverter_dc_input_isc_max_a,Corriente de cortocircuito DC máxima admisible,float,A,"[10,400]",10,400,0.1,PROHIBITED_TO_ASSUME,BASIC_ENGINEERING,true,true,Datasheet IEC 62109-1,I_sc_max_in,PVG-C-009,PVG-DRW-005;PVG-DRW-006,true,LEAD_ENGINEER_ELECTRICAL,IEC_62109_1;IEC_62109_2;IEC_62116;UL_1741;IEEE_1547_2018;IEEE_1547_1
PVG-059,inverter,inverter_ac_output_rated_power_kva,Potencia aparente nominal AC del inversor,float,kVA,"[3,5000]",3,5000,0.1,PROHIBITED_TO_ASSUME,BASIC_ENGINEERING,true,true,Datasheet UL 1741 / IEC 62109,S_rated,PVG-C-010;PVG-C-011;PVG-C-023,PVG-DRW-007;PVG-DRW-008,true,LEAD_ENGINEER_ELECTRICAL,IEC_62109_1;IEC_62109_2;IEC_62116;UL_1741;IEEE_1547_2018;IEEE_1547_1
PVG-060,inverter,inverter_ac_output_rated_current_a,Corriente AC nominal del inversor,float,A,"[5,8000]",5,8000,0.1,DERIVABLE,BASIC_ENGINEERING,true,false,Calculado como S_rated/(sqrt(3)*V_AC) para trifásico,,PVG-C-013;PVG-C-015,PVG-DRW-007;PVG-DRW-008,false,LEAD_ENGINEER_ELECTRICAL,IEC_62109_1;IEC_62109_2;IEC_62116;UL_1741;IEEE_1547_2018;IEEE_1547_1
PVG-061,inverter,inverter_max_efficiency_pct,Eficiencia pico del inversor,float,%,"[90,99.5]",90,99.5,0.01,PROHIBITED_TO_ASSUME,BASIC_ENGINEERING,true,true,Datasheet IEC 62894,Eta_max,PVG-C-023;PVG-C-025,PVG-DRW-015,true,LEAD_ENGINEER_ELECTRICAL,IEC_62109_1;IEC_62109_2;IEC_62116;UL_1741;IEEE_1547_2018;IEEE_1547_1;IEC_62894
PVG-062,inverter,inverter_euro_efficiency_pct,Eficiencia ponderada europea del inversor,float,%,"[88,99]",88,99,0.01,PROHIBITED_TO_ASSUME,BASIC_ENGINEERING,true,true,Datasheet IEC 62894,Eta_euro,PVG-C-023;PVG-C-025,PVG-DRW-015,true,LEAD_ENGINEER_ELECTRICAL,IEC_62109_1;IEC_62109_2;IEC_62116;UL_1741;IEEE_1547_2018;IEEE_1547_1;IEC_62894
PVG-063,inverter,inverter_clipping_enabled,Indicador de clipping activado en el inversor,boolean,-,true|false,,,,CONDITIONAL,DETAILED_ENGINEERING,inverter_dc_ac_ratio>1.0,true,Configuración firmware del inversor,Habilita pérdida por clipping,PVG-C-011;PVG-C-023,PVG-DRW-015,false,LEAD_ENGINEER_ELECTRICAL,IEC_62109_1;IEC_62109_2;IEC_62116;UL_1741;IEEE_1547_2018;IEEE_1547_1
PVG-064,cable_dc,dc_string_cable_section_mm2,Sección del cable DC de string,float,mm2,"[2.5,10]",2.5,10,0.1,PROHIBITED_TO_ASSUME,DETAILED_ENGINEERING,true,true,Memoria eléctrica y catálogo,Calculada por ampacity y caída,PVG-C-012;PVG-C-014,PVG-DRW-006;PVG-DRW-013,true,LEAD_ENGINEER_ELECTRICAL,IEC_60287_1_1;IEC_62894;IEEE_835;NFPA_70_2023;IEC_62548
